<BEGIN>;Coefficients ($/hm3) and RHS ($) -- alpha + coef*v...>= RHS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
cut (j);CAMARGOS;ITUTINGA;FUNIL - GRANDE;FURNAS;MASCARENHAS DE MORAES;LC BARRETO;JAGUARA;IGARAPAVA;VOLTA GRANDE;PORTO COLÔMBIA;CACONDE;E. DA CUNHA;A. S. OLIVEIRA;MARIMBONDO;A. VERMELHA;BATALHA;SERRA DO FACÃO;EMBORCACAO;NOVA PONTE;MIRANDA;AMADOR AGUIAR I;AMADOR AGUIAR II;CORUMBÁ IV;CORUMBÁ I;ITUMBIARA;CACH.DOURADA;SAO SIMAO;I. SOLTEIRA;BARRA BONITA;BARIRI;IBITINGA;PROMISSÃO;N.AVANHANDAVA;TRES IRMAOS;JUPIA;P. PRIMAVERA;JURUMIRIM;PIRAJU;CHAVANTES;L. N. GARCEZ;CANOAS II;CANOAS I;MAUÁ;CAPIVARA;TAQUARUCU;ROSANA;ITAIPU;SANTA CLARA - PR;FUNDÃO;JORDÃO;G.B. MUNHOZ;SEGREDO;SLT.SANTIAGO;SALTO OSORIO;SALTO CAXIAS;BAIXO IGUAÇU;BARRA GRANDE;GARIBALDI;CAMPOS NOVOS;MACHADINHO;ITA;PASSO FUNDO;MONJOLINHO;QUEBRA-QUEIXO;CASTRO ALVES;MONTE CLARO;14 DE JULHO;SÃO JOSÉ;PASSO S. JOÃO;FOZ DO CHAPECÓ;EDGARD DE SOUZA;TRAIÇÃO;PEDREIRA;ERNESTINA;PASSO REAL;JACUÍ;ITAÚBA;DONA FRANCISCA;CAPIVARI-CACHOEIRA;GUARAPIRANGA;BILLINGS;HENRY BORDEN;JAGUARI;PARAIBUNA;SANTA BRANCA;FUNIL;LAJES;SANTA CECÍLIA;PICADA;SOBRAGI;SIMPLÍCIO;ILHA DOS POMBOS;NILO PEÇANHA;PEREIRA PASSOS;SALTO GRANDE;PORTO ESTRELA;CANDONGA;BAGUARI;AIMORÉS;MASCARENHAS;IRAPÉ;SÃO DOMINGOS;ITAPEBI;RETIRO BAIXO;TRES MARIAS;QUEIMADO;SOBRADINHO;ITAPARICA;MOXOTO;P.AFONSO 123;P.AFONSO 4;XINGO;TOCOS;SANTANA;VIGARIO;FONTES;FONTES BC;PEDRA DO CAVALO;BOA ESPERANÇA;GUILMAN-AMORIM;SÁ CARVALHO;JAURU;GUAPORÉ;CORUMBÁ III;CACHOEIRA CALDEIRÃO;SALTO PILÃO;ROSAL;SINOP;COLÍDER;TELES PIRES;SÃO MANOEL;SALTO DO RIO VERDINHO;OURINHOS;SERRA MESA;CANA BRAVA;SÃO SALVADOR;PEIXE ANGICAL;LAJEADO;SALTO;ESTREITO TOC;CURUÁ-UNA;TUCURUI;RONDON II;BALBINA;MANSO;SAMUEL;COARACY NUNES;PONTE PEDRA;SANTA CLARA - MG;FERREIRA GOMES;JIRAU;SANTO ANTÔNIO JARI;STO ANTONIO;BELO MONTE;ESPORA;ITIQUIRA I;ITIQUIRA II;DARDANELOS;CAÇU;BARRA DOS COQUEIROS;PIMENTAL;FOZ DO RIO CLARO;RHS ($)
11;189015.5385;183100.9707;175635.7264;166536.7693;143423.8482;131313.0075;113426.7826;101224.8274;96375.81187;88455.80748;132811.6924;109331.62;88298.66807;85358.98521;69755.87257;157500.2213;149916.2655;134116.5905;179131.6853;154451.9528;137108.5413;116347.8173;148049.3089;122654.9178;104152.2073;83475.54297;75748.86639;55527.98798;84561.71675;79525.16147;74271.21879;70981.40061;64176.53643;55487.05737;41970.37867;35204.98957;108497.5222;100119.8277;93103.34708;69388.63621;64540.53636;60264.8258;90064.33446;55928.14387;43749.64656;35927.20676;32565.85103;160660.2038;132386.3701;105136.2131;139312.2728;106379.2849;72609.84596;42958.24851;19109.5692;0;124298.1925;147474.2595;134140.1538;81461.31815;45611.05648;113719.1454;33810.63969;34351.53434;42919.58172;19794.90554;9249.563789;13589.47017;7969.888387;14993.50003;83200.26642;84040.39175;174774.502;50391.56779;50213.67938;39764.89513;36201.08644;9494.364703;215207.8906;103629.7413;174678.4;191401.5566;60189.93518;75363.08147;50422.40624;27632.73967;42267.70071;9001.972858;39430.62409;18375.39794;8172.300117;5688.24094;31804.16895;9897.055812;46116.67156;31917.43147;16577.29459;16566.7284;12029.04265;4818.455087;68920.81572;41054.2202;23970.43944;18018.82481;8665.666836;69650.21423;-2205.282504;-9271.203721;-24046.53449;-30460.91866;-24046.53449;-57888.1012;40301.82868;16889.84551;31803.86697;44242.11536;31803.86697;53661.34097;10314.09282;58834.12949;33778.46383;28598.25862;48080.76866;131084.7644;5826.978338;41771.63777;3576.424053;13941.02648;5095.958929;5096.068555;10.00203759;61622.21541;72506.87021;83957.80078;45654.49441;33197.93583;28249.6954;19788.11106;73227.06451;12294.02266;444.359114;10505.51399;9824.30226;5308.013581;15789.9298;5131.442311;2922.370031;1282.341888;13575.89829;2932.376183;-2084.105742;4310.137346;-1084.024501;19630.45589;67007.26924;20695.66946;10718.6813;-253.3113888;74138.26753;66376.49623;19629.81612;59505.93751;80985754791
12;189014.8462;183100.3023;175635.1883;166536.3888;143423.4915;131312.6649;113426.7024;101224.67;96375.7396;88455.86006;132811.3121;109331.1437;88298.56331;85358.86859;69756.16737;157499.9084;149915.9076;134116.2113;179131.1542;154447.4243;137105.7312;116347.2577;148048.7591;122654.3813;104151.8694;83475.52915;75749.04937;55528.64237;84561.47872;79525.03287;74271.17964;70981.3201;64176.63606;55487.47819;41971.24579;35205.51684;108497.2931;100119.6578;93103.16635;69388.42445;64540.38847;60264.75505;90064.01764;55928.18273;43750.02465;35927.70732;32566.26671;160658.8863;132384.9537;105135.4776;139311.2065;106378.4635;72609.67116;42958.66123;19109.12804;0;124297.9161;147472.91;134139.5623;81462.09418;45610.23499;113719.0585;33810.00649;34350.92112;42918.42083;19794.389;9249.334437;13589.26533;7969.767509;14993.29469;83200.03243;84040.1554;174774.1689;50391.49366;50213.5797;39764.97312;36200.44784;9494.196457;215206.9196;103629.5071;174678.067;191397.1302;60189.7755;75362.91528;50422.31262;27632.62433;42267.65729;9002.1606;39429.91736;18375.20487;8172.254401;5688.085146;31803.99278;9896.900346;46115.78103;31916.71148;16576.94131;16566.37535;12028.81815;4818.359379;68920.50852;41054.66872;23969.97265;18018.53428;8665.499624;69649.89739;-2205.429057;-9271.240172;-24046.29488;-30460.53021;-24046.29488;-57887.26551;40301.78526;16890.01424;31803.69079;44241.93327;31803.69079;32107.5611;10314.01319;58833.02074;33777.93457;28597.80294;48080.00083;131084.2823;5826.886927;41770.54216;3576.425049;13940.94891;5096.047618;5096.157243;10.06680449;61622.78942;72506.63922;83957.65108;45654.08833;33197.66662;28249.23605;19787.96043;73227.59999;12293.87813;444.3461347;10505.38079;9824.042173;5307.992129;15789.83065;5131.39627;2922.322606;1282.382497;13575.61401;2932.328601;-2084.073014;4310.088947;-1084.007478;19630.19548;67007.60571;20695.61806;10718.63981;-253.3074145;74138.67548;66376.93107;19629.55571;59506.45928;80890065675
13;189002.4589;183094.5899;175633.5052;166537.1843;143424.6334;131313.8399;113427.7004;101225.9487;96376.44303;88456.21224;132811.526;109331.7114;88298.91642;85360.10975;69757.5966;157500.1716;149916.3162;134116.7335;179131.5322;154449.8132;137107.2544;116347.7009;148046.8994;122654.378;104152.3906;83476.16102;75750.16908;55530.07191;84562.18587;79525.69023;74271.79483;70982.3002;64177.58804;55488.67039;41972.5352;35206.21113;108497.5108;100119.9475;93103.45745;69388.59581;64540.63214;60265.08338;90063.84344;55928.63717;43750.58915;35928.3344;32566.67659;160661.3388;132386.8928;105137.2578;139312.887;106380.2125;72611.13351;42959.86263;19109.29798;0;124299.3639;147474.3483;134140.8549;81462.69691;45610.61562;113720.3571;33810.26044;34351.20693;42918.75892;19794.53539;9249.40926;13589.35731;7969.832085;14993.39056;83200.73356;84040.86362;174775.8479;50391.55402;50213.65262;39764.99517;36200.57868;9494.253477;215208.3545;103630.1119;174679.7452;191398.8304;60189.80568;75363.0461;50422.95459;27630.91596;27577.18509;9000.308894;39428.59428;18373.57038;8170.374457;5688.170266;17954.01345;-3951.331704;46116.11038;31916.96427;16577.06818;16566.50214;12028.8762;4818.392295;68920.58129;41055.39814;23970.09386;18019.29261;8666.312166;69650.87473;-2205.334165;-9271.238368;-24046.39334;-30460.68615;-24046.39334;-57887.43056;25705.27726;3039.902438;17953.71147;29645.19993;17953.71147;32116.23784;10313.78257;58833.55869;33778.22833;28598.02814;48080.45971;131083.0923;5826.973444;41770.56067;3576.532396;13943.27762;5098.309786;5098.419411;10.01786291;61624.20049;72506.83218;83957.77354;45654.40587;33197.88594;28250.38947;19788.22251;73229.11498;12294.05755;444.3394406;10505.56378;9823.586115;5307.98908;15789.89272;5131.293628;2922.373361;1282.381174;13575.75673;2932.379524;-2084.092276;4310.141946;-1084.017497;19630.39872;67009.44767;20695.73941;10718.71619;-253.3097536;74140.27596;66378.3375;19629.75895;59507.81532;80868503892
14;188923.3371;183013.4495;175559.2306;166544.374;143431.7792;131320.5116;113435.4704;101226.3506;96377.12765;88457.46686;132815.2489;109333.3461;88301.15451;85356.46042;69753.43073;157505.2237;149921.0681;134121.654;179136.9342;154458.2333;137102.2446;116353.306;148054.6879;122660.3549;104159.8239;83488.64313;75760.98908;55508.86407;84551.20004;79514.39838;74260.46653;70955.99035;64150.52764;55463.18791;41957.92452;35197.72832;108500.6818;100122.2774;93104.90687;69390.21575;64542.53548;60266.82725;90064.23988;55925.58239;43741.8903;35919.50799;32560.26887;160652.7732;132385.0073;105136.3274;139310.9021;106379.2106;72612.49534;42964.22317;19107.35335;0;124298.5202;147471.8039;134137.2857;81463.54676;45607.88629;113719.3538;33808.28503;34349.04362;42918.29809;19793.92279;9249.144231;13588.78738;7969.428984;14992.20351;83190.15039;84030.17354;174778.5551;49616.90279;50231.25318;39825.57319;36198.64149;9493.368083;215201.9091;103620.0375;174682.4508;191381.9551;60192.52003;75366.31176;50424.19535;27632.45304;27673.34318;9003.080731;39428.59017;18374.97865;8172.697934;5687.723038;17954.55976;-3952.163748;46112.96666;31913.37136;16575.95476;16565.38942;12027.80346;4818.013317;68921.39781;41046.53511;23970.03096;18022.9733;8673.116439;69658.85168;-2200.173834;-9265.708093;-24039.83558;-30453.56285;-24039.83558;-57879.38224;25706.66563;3041.763673;17954.25778;29646.60005;17954.25778;32114.57307;10312.94961;58829.23149;33775.43337;28595.68294;48077.91906;131089.4346;5826.443753;41770.98153;3576.431199;13563.73236;4854.361387;4854.476212;-4.093939879;61619.59738;72507.85489;83959.86269;45655.71756;33200.00316;28248.84178;19788.85484;73224.05301;12295.1582;444.2274581;10507.09964;9827.690707;5308.078042;15789.87333;5134.496632;2922.102117;1282.403289;13574.56354;2932.107379;-2083.91919;4309.61113;-1083.927467;19628.27815;67004.61809;20693.38493;10717.64316;-253.2887349;74134.20361;66373.49232;19627.61868;59503.80394;80865038876
15;188923.8504;183014.0028;175559.7446;166544.8072;143432.2701;131321.2248;113435.9379;101226.6913;96377.44479;88457.74043;132815.5972;109333.3811;88301.07687;85356.6362;69753.61005;157505.6454;149921.492;134122.0382;179137.4584;154455.0162;137101.749;116353.5746;148055.2401;122660.6346;104160.0636;83488.67916;75760.93229;55509.53191;84551.16453;79514.33116;74260.39849;70956.57789;64151.08948;55463.70587;41958.32641;35197.98502;108501.0501;100122.6793;93105.30037;69390.37634;64542.57537;60266.99928;90065.12791;55925.87392;43742.26611;35919.77439;32560.37373;160653.6865;132385.514;105136.8307;139311.6207;106379.6232;72612.51008;42963.77253;19107.43315;0;124299.224;147471.9082;134137.2257;81462.87123;45608.16878;113720.4354;33808.53682;34349.16625;42918.64966;19794.04794;9249.252756;13588.85966;7969.425653;14992.41051;83190.10933;84030.13206;174779.5759;50392.49121;50214.12389;39763.92253;36199.00759;9493.454172;215204.4443;103620.478;174683.4711;191382.7528;60192.85753;75366.60733;50424.45501;27632.43236;27673.52971;9003.029886;39428.66837;18374.97717;8172.647089;5687.74188;17954.64244;-3952.10987;46113.41923;31913.81755;16576.06621;16565.50081;12027.90672;4818.045515;68921.52724;41046.76398;23969.83243;31890.99213;22541.03738;69660.19807;-2199.221324;-9264.751259;-24038.97781;-30452.73182;-24038.97781;-57878.87934;25706.89887;3041.784188;17954.34046;29646.88012;17954.34046;32115.01795;10312.97606;58829.72038;33775.70807;28595.7875;48078.18442;131089.7956;5826.459683;41771.57148;3576.430853;13586.45941;4860.062871;4860.177696;-4.076016057;61619.80153;72508.08291;83960.09526;45655.67064;33199.84509;28249.03425;19788.85641;73224.26536;12295.17622;444.2326878;10507.083;9827.475574;5308.09603;15789.93964;5134.278495;2922.103702;1282.402518;13574.71128;2932.10897;-2083.930532;4309.636222;-1083.933367;19628.42497;67004.73028;20693.54347;10717.73097;-253.2901123;74134.49044;66373.69787;19627.76612;59503.97214;81165789761
16;189020.427;183105.4269;175640.693;166541.5362;143428.49;131317.4724;113429.9152;101227.5794;96378.40969;88457.87992;132815.6218;109335.497;88301.11207;85365.266;69763.48474;157504.4635;149920.871;134122.0159;179136.922;154459.4314;137116.7962;116353.5584;148055.3404;122660.29;104158.3642;83481.96714;75756.31561;55537.67999;84569.64919;79532.90748;74278.5849;70992.11819;64187.52462;55497.23175;41978.5676;35210.76727;108500.5961;100122.9231;93106.43211;69391.85344;64544.47645;60268.42486;89995.82877;55931.98129;43753.83787;35931.06399;32569.92423;160641.5395;132369.9476;105111.162;139295.3121;106431.5578;72607.28546;42951.20635;19109.88937;0;124275.4445;147429.7619;134111.8817;81375.81837;45613.13418;113719.6636;33812.42813;34262.09767;42922.85504;19796.2499;9249.911579;13590.68888;7970.405015;14994.15861;83208.00646;84048.21265;174776.8718;50319.86791;50216.0107;39770.19965;36203.45175;9494.812804;215206.4486;103637.361;174680.7684;191407.5674;60191.61274;75365.40901;50423.22173;27632.93394;27673.21337;9001.125514;39430.40902;18374.77469;8171.394117;5688.331467;17955.83066;-3950.626844;46118.93225;31918.68048;16577.92983;16567.36323;12029.42304;4818.666592;68922.68635;41060.61065;23971.68856;18029.70617;8678.28541;69658.42737;-2200.895383;-9267.463199;-24043.67682;-30458.26244;-24043.67682;-57887.66486;25706.53397;3041.038859;17955.52868;29647.29595;17955.52868;46826.78016;10313.82023;58838.05214;33780.67482;28600.13461;48083.42668;131089.9393;5827.053718;41777.59363;3576.843051;13591.85858;4860.254713;4860.369538;-4.31553977;61629.76336;72509.85892;83959.87954;45659.00662;33201.74398;28252.79826;19790.82295;73235.89518;12296.40726;444.290526;10507.91194;9827.248175;5308.169146;15790.45793;5134.31589;2922.410984;1282.606686;13577.21064;2932.417272;-2084.240661;4310.301998;-1084.094679;19630.99898;66905.39961;20697.8758;10719.51322;-253.3277727;74146.50538;66383.60826;19630.34145;59512.65524;80933286842
17;189020.3613;183105.3153;175640.5597;166541.4362;143428.1822;131317.1111;113429.529;101227.1665;96378.02392;88457.47715;132815.5453;109335.36;88300.927;85365.2142;69763.56787;157504.4126;149920.8114;134121.9785;179136.8665;154459.0953;137116.2096;116353.4921;148055.3932;122660.2421;104158.288;83481.85889;75756.38188;55537.85909;84569.5909;79532.83408;74278.54418;70992.30214;64187.69948;55497.38127;41978.7105;35210.82407;108500.6093;100123.0226;93106.77506;69391.91705;64544.53324;60268.48318;89995.81163;55931.99264;43753.82382;35931.05748;32569.99316;160641.6809;132369.9748;105111.1515;139295.2995;106431.5098;72607.21159;42951.12244;19109.84247;0;124275.3256;147429.4665;134111.8457;81375.49547;45613.0796;113719.6199;33812.48829;34261.88614;42922.75103;19796.27108;9249.908666;13590.69493;7970.417301;14994.17969;83207.9651;84048.1682;174776.8198;50319.85653;50216.00123;39770.19837;36203.44582;9494.835826;215206.4239;103637.3193;174680.7165;191407.0986;60191.60472;75365.40582;50423.2132;27632.90315;27673.19481;9001.084122;39430.42328;18374.75451;8171.352725;5688.32082;17955.73614;-3950.605577;46118.9961;31918.68517;16577.94397;16567.37736;12029.43129;4818.657563;68922.66691;41060.69568;23971.6283;18029.68132;8678.270914;69658.40348;-2200.901703;-9267.493543;-24043.70024;-30458.26964;-24043.70024;-57887.65159;25706.51541;3040.980863;17955.43416;29647.24463;17955.43416;32112.18724;10313.80744;58838.10426;33780.69629;28600.19936;48083.53058;131089.9177;5827.085253;41777.67485;3576.842915;13591.90753;4860.288515;4860.40334;-4.318185808;61629.87113;72509.9211;83959.88499;45659.01994;33201.73107;28251.95607;19790.82737;73235.9979;12296.43311;444.2998406;10507.93446;9827.275683;5308.1736;15790.45743;5134.315595;2922.427353;1282.606736;13577.19498;2932.433695;-2084.245139;4310.325065;-1084.097008;19631.08612;66905.60281;20697.94203;10719.51322;-253.3283164;74146.70538;66383.72911;19630.42859;59512.7544;80867977671
18;188920.6071;183011.4865;175556.4153;166540.7487;143429.8799;131317.5927;113429.0532;101226.081;96376.05851;88455.24185;132813.2644;109333.1465;88298.70998;85357.11407;69751.09644;157501.4434;149917.827;134118.4794;179133.2395;154453.9002;137121.0443;116350.9633;148051.8547;122658.7193;104156.5845;83480.85208;75753.98875;55510.89569;84555.94713;79518.93191;74264.58794;70964.96791;64158.36009;55469.79326;41955.62555;35201.32095;108498.2948;100120.2704;93104.00065;69389.63595;64542.18717;60266.20819;90068.01184;55926.81132;43745.94479;35923.57382;32563.46236;160665.3051;132393.4;105135.111;139313.9279;106384.4157;72612.11758;42959.4524;19111.86149;0;124132.881;147180.982;133868.066;80862.39319;45614.02311;113719.7833;33813.63169;34357.13892;42925.05801;19796.77038;9250.161081;13590.95143;7970.704729;14994.30535;83194.53496;84034.6024;174774.9068;49884.46756;50218.43332;39779.48366;36204.82813;9494.967736;215208.9518;103624.9146;174678.8045;191423.5256;60190.58946;75363.74963;50422.8797;27634.72937;41522.12227;9002.350157;39434.53048;18376.91626;8173.016445;5688.814954;31806.79216;9897.641636;46120.15326;31919.91793;16578.56512;16567.99811;12029.75576;4818.705873;68922.27232;41050.85022;23973.01404;31886.94412;22533.78711;69649.60613;-2206.346871;-9272.771084;-24049.61058;-30464.731;-24049.61058;-57895.31214;39555.85377;16890.75689;31806.49018;43496.36359;31806.49018;32121.91383;10313.63903;58838.58562;33780.73587;28600.02653;48085.29963;131087.9854;5827.096428;41778.44721;3576.832243;13843.51038;5082.683307;5082.792933;7.118696307;61615.88084;72507.69966;83958.16233;45655.25539;33198.28773;28251.65513;19788.50319;73221.8955;12294.18753;444.3593378;10505.5672;9824.830255;5308.04041;15790.41236;5132.342968;2922.41454;1282.383172;13577.50152;2932.42084;-2084.229068;4310.096906;-1084.088649;19630.27127;66891.88697;20696.35055;10719.42276;-253.3263649;74133.55269;66370.33251;19629.63144;59499.29063;81184145801
19;188920.9328;183011.7672;175556.7284;166541.2459;143433.4114;131321.2376;113432.6399;101229.4992;96379.13371;88458.27199;132813.3952;109332.9646;88298.79932;85357.33828;69751.33283;157501.5707;149917.9991;134118.6135;179133.4502;154456.8766;137121.8871;116351.2151;148051.9269;122658.5315;104156.8395;83481.1507;75754.237;55511.28754;84556.00423;79518.96653;74264.57472;70965.3112;64158.67891;55470.08015;41955.88725;35201.46437;108498.4251;100120.5067;93104.18639;69389.7215;64542.25141;60266.31824;90067.93903;55926.93862;43746.07649;35923.71615;32563.45771;160665.435;132393.8849;105140.3268;139317.8512;106384.0638;72610.90151;42956.65391;19111.79763;0;124140.6448;147196.4355;133879.0553;80885.65113;45614.17384;113719.8376;33813.75575;34357.13434;42925.11243;19796.81622;9250.195123;13591.01912;7970.75888;14994.36893;83194.582;84034.64992;174775.0372;49901.7863;50218.07801;39778.1905;36205.09565;9495.055216;215210.437;103624.962;174678.9349;191422.889;60190.62665;75363.78503;50422.82695;27634.73783;27673.82361;9002.263653;39434.33225;18376.78721;8172.929941;5688.813427;17958.30959;-3950.635914;46120.04005;31919.93465;16578.48038;16567.91343;12029.68293;4818.682427;68922.28708;41050.99148;23972.9099;18023.82489;8672.740448;69649.77625;-2206.456442;-9272.970386;-24049.85861;-30464.95769;-24049.85861;-57895.78833;25707.55406;3042.323921;17958.0076;29648.01915;17958.0076;32121.82379;10313.71809;58838.41756;33780.60889;28600.19552;48085.39332;131087.8223;5827.162793;41778.80862;3576.831895;13842.66819;5082.013531;5082.123156;6.451303076;61616.03898;72507.83148;83958.20575;45655.37241;33198.33019;28251.14096;19788.49917;73222.05847;12294.16674;444.3655764;10505.552;9824.863419;5308.050832;15790.43878;5132.35497;2922.448812;1282.381887;13577.46477;2932.455225;-2084.240825;4310.158063;-1084.094764;19630.47294;66891.94896;20696.33148;10719.42057;-253.3277926;74133.65563;66370.44534;19629.83311;59499.45771;80863347830
20;188923.3799;183013.7088;175559.2767;166544.3708;143436.6124;131325.4513;113438.988;101230.2375;96380.45885;88460.57545;132815.2749;109333.5136;88300.41344;85356.08864;69751.93376;157504.7995;149920.6274;134121.1816;179136.4808;154457.6646;137102.2876;116352.7578;148054.2691;122660.2396;104158.5821;83484.91994;75757.94811;55506.50099;84550.83437;79513.71636;74259.44589;70955.63326;64149.69858;55461.39943;41954.83325;35196.92985;108500.4935;100122.1747;93104.66854;69389.76969;64541.75026;60266.03484;90066.42931;55925.25362;43741.85583;35919.02492;32559.50405;160658.3225;132388.2606;105138.25;139314.0303;106381.3604;72612.50357;42962.11083;19108.757;0;124274.6873;147427.1588;134107.4089;81377.59567;45609.36792;113720.9469;33809.88744;34352.10102;42920.96692;19795.08617;9249.542221;13589.36697;7969.679125;14992.81225;83189.76692;84029.7862;174779.4576;49931.8692;50217.27001;39774.68038;36200.83823;9493.781094;215209.3544;103620.2559;174683.3528;191395.3718;60192.57103;75366.0016;50423.88075;27632.76056;41522.67144;9002.614443;39430.70913;18375.3842;8172.553835;5688.041241;31803.7428;9896.632219;46115.55856;31915.67004;16576.82054;16566.25465;12028.42968;4818.275857;68921.65843;41045.71181;23970.44331;18028.1219;8677.845932;69657.2695;-2201.425043;-9267.145317;-24042.18029;-30456.35719;-24042.18029;-57884.19;39556.14476;16889.90128;31803.44082;43496.3866;31803.44082;32116.56366;10313.16841;58831.70971;33776.85614;28596.93965;48080.46601;131089.3689;5826.577031;41773.08207;3576.524042;13651.65688;4913.690134;4913.802453;2.73441352;61617.70037;72507.69703;83959.70033;45655.68154;33199.45994;28249.30579;19788.63439;73222.60916;12294.77921;444.2660172;10506.28934;9826.391035;5308.089998;15790.11575;5133.242865;2922.164328;1282.396174;13575.48222;2932.169797;-2084.016568;4309.796659;-1083.978118;19629.10834;67003.22619;20694.02442;10718.12834;-253.30056;74132.83462;66371.72917;19628.45706;59501.65537;80885818149
</END>;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
