<BEGIN>
Bus/Hour;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;
Bus18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus19;0.52309;0.50253;0.48883;0.48074;0.4859;0.49595;0.52411;0.54465;0.55653;0.56982;0.56482;0.56747;0.54946;0.54477;0.54242;0.55137;0.59843;0.65425;0.63824;0.64897;0.64793;0.61801;0.58565;0.54684;0.52041;0.50097;0.47846;0.48477;0.48981;0.52075;0.55716;0.57893;0.59624;0.62184;0.62487;0.61559;
Bus20;2.92929;2.81415;2.73743;2.69213;2.72103;2.77734;2.93503;3.05005;3.11657;3.19099;3.16301;3.17781;3.077;3.05074;3.03755;3.08767;3.3512;3.66382;3.57414;3.63424;3.62839;3.46084;3.27964;3.06232;2.91427;2.80544;2.6794;2.71472;2.74294;2.91622;3.12012;3.24203;3.33893;3.48228;3.49926;3.44731;
Bus21;3.97547;3.81921;3.71509;3.65361;3.69283;3.76925;3.98325;4.13936;4.22963;4.33063;4.29266;4.31274;4.17593;4.14029;4.12239;4.1904;4.54806;4.97233;4.85062;4.93218;4.92424;4.69685;4.45094;4.15601;3.95508;3.80738;3.63633;3.68427;3.72256;3.95773;4.23445;4.39989;4.53141;4.72596;4.74899;4.67849;
Bus22;9.67713;9.29675;9.0433;8.89365;8.98912;9.17514;9.69607;10.07606;10.2958;10.54168;10.44924;10.49811;10.16509;10.07834;10.03477;10.20033;11.07094;12.1037;11.80744;12.00596;11.98663;11.43313;10.83453;10.1166;9.6275;9.26796;8.8516;8.96829;9.06149;9.63394;10.30754;10.71027;11.0304;11.50397;11.56004;11.38842;
Bus23;11.71717;11.25661;10.94973;10.76853;10.88413;11.10936;11.74011;12.20021;12.46626;12.76398;12.65205;12.71122;12.30801;12.20296;12.1502;12.35067;13.40481;14.65529;14.29657;14.53694;14.51355;13.84335;13.11857;12.24929;11.65708;11.22175;10.71761;10.8589;10.97174;11.66488;12.48049;12.96811;13.35573;13.92913;13.99702;13.78922;
Bus24;8.89249;8.54296;8.31006;8.17254;8.26028;8.43121;8.9099;9.25908;9.461;9.68695;9.602;9.64691;9.3409;9.26117;9.22114;9.37327;10.1733;11.12232;10.85008;11.0325;11.01475;10.50612;9.95606;9.29634;8.84689;8.51651;8.1339;8.24113;8.32677;8.85281;9.4718;9.84187;10.13604;10.57122;10.62274;10.46504;
Bus25;28.61291;27.48824;26.73884;26.29637;26.57865;27.12866;28.66892;29.79247;30.44217;31.16917;30.89585;31.04035;30.05571;29.79919;29.67037;30.15989;32.73407;35.7877;34.91172;35.49869;35.44156;33.80497;32.03508;29.91233;28.46617;27.40311;26.17202;26.51704;26.79261;28.48521;30.4769;31.66766;32.61421;34.01445;34.18023;33.67279;
Bus26;7.89863;7.58816;7.38129;7.25914;7.33707;7.4889;7.91409;8.22425;8.4036;8.60429;8.52884;8.56873;8.29691;8.2261;8.19054;8.32567;9.03628;9.87924;9.63742;9.79946;9.78369;9.3319;8.84332;8.25733;7.85812;7.56466;7.22482;7.32006;7.39613;7.86338;8.41318;8.74189;9.00319;9.38973;9.43549;9.29541;
Bus27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus28;0.47078;0.45227;0.43994;0.43266;0.43731;0.44636;0.4717;0.49019;0.50088;0.51284;0.50834;0.51072;0.49452;0.4903;0.48818;0.49623;0.53859;0.58883;0.57442;0.58407;0.58313;0.55621;0.52709;0.49216;0.46836;0.45087;0.43062;0.4363;0.44083;0.46868;0.50145;0.52104;0.53661;0.55965;0.56238;0.55403;
Bus29;40.01623;38.44334;37.39527;36.77645;37.17124;37.94045;40.09456;41.66588;42.57452;43.59126;43.209;43.4111;42.03404;41.67528;41.49512;42.17973;45.77983;50.05044;48.82534;49.64625;49.56635;47.27752;44.80226;41.83351;39.811;38.32427;36.60256;37.08508;37.47047;39.83763;42.62309;44.2884;45.6122;47.57048;47.80234;47.09266;
Bus30;20.87121;20.05084;19.5042;19.18144;19.38735;19.78855;20.91206;21.73162;22.20553;22.73583;22.53646;22.64187;21.92363;21.73652;21.64255;21.99962;23.87732;26.10474;25.46577;25.89393;25.85226;24.65847;23.36745;21.81905;20.76417;19.98874;19.09075;19.34241;19.54342;20.77806;22.23086;23.09944;23.78989;24.81127;24.9322;24.56205;
Bus31;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus32;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus34;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus35;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus36;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus37;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus38;2.61544;2.51264;2.44414;2.40369;2.42949;2.47977;2.62056;2.72326;2.78265;2.8491;2.82412;2.83733;2.74732;2.72387;2.7121;2.75685;2.99215;3.27127;3.1912;3.24485;3.23963;3.09003;2.92825;2.73422;2.60203;2.50485;2.39232;2.42386;2.44905;2.60377;2.78582;2.89467;2.98119;3.10918;3.12434;3.07795;
Bus39;22.80663;21.91019;21.31286;20.96017;21.18518;21.62358;22.85128;23.74683;24.26469;24.84417;24.62631;24.74149;23.95665;23.75219;23.6495;24.03969;26.09151;28.52548;27.82725;28.29512;28.24958;26.9451;25.53436;23.84237;22.68967;21.84233;20.86107;21.13607;21.35572;22.70485;24.29237;25.2415;25.99597;27.11206;27.24421;26.83974;
Bus40;19.92965;19.14629;18.62431;18.31612;18.51274;18.89583;19.96866;20.75124;21.20378;21.71016;21.51978;21.62043;20.9346;20.75592;20.6662;21.00716;22.80015;24.92708;24.31694;24.72578;24.68599;23.54606;22.31328;20.83473;19.82744;19.08699;18.22951;18.46982;18.66176;19.8407;21.22797;22.05736;22.71666;23.69196;23.80744;23.45399;
Bus41;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus42;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus43;1.67388;1.60809;1.56425;1.53836;1.55488;1.58705;1.67716;1.74289;1.78089;1.82343;1.80744;1.81589;1.75829;1.74328;1.73574;1.76438;1.91497;2.09361;2.04237;2.07671;2.07336;1.97762;1.87408;1.7499;1.6653;1.60311;1.53109;1.55127;1.56739;1.66641;1.78293;1.85259;1.90796;1.98988;1.99957;1.96989;
Bus44;6.95707;6.68361;6.5014;6.39381;6.46245;6.59618;6.97069;7.24387;7.40184;7.57861;7.51215;7.54729;7.30788;7.24551;7.21418;7.33321;7.95911;8.70158;8.48859;8.63131;8.61742;8.21949;7.78915;7.27302;6.92139;6.66291;6.36358;6.44747;6.51447;6.92602;7.41029;7.69981;7.92996;8.27042;8.31073;8.18735;
Bus45;1.98773;1.9096;1.85754;1.8268;1.84641;1.88462;1.99163;2.06968;2.11481;2.16532;2.14633;2.15637;2.08797;2.07014;2.0612;2.0952;2.27403;2.48617;2.42531;2.46609;2.46212;2.34843;2.22547;2.078;1.97754;1.90369;1.81817;1.84213;1.86128;1.97886;2.11723;2.19995;2.2657;2.36298;2.3745;2.33924;
Bus46;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus47;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus48;21.13275;20.3021;19.74861;19.42181;19.6303;20.03653;21.17412;22.00394;22.4838;23.02074;22.81887;22.9256;22.19837;22.00891;21.91376;22.27531;24.17654;26.43187;25.78489;26.21841;26.17622;24.96747;23.66028;22.09247;21.02437;20.23922;19.32998;19.5848;19.78832;21.03844;22.50945;23.38891;24.08801;25.12219;25.24463;24.86985;
Bus49;5.12626;4.92477;4.7905;4.71123;4.76181;4.86035;5.1363;5.33759;5.45399;5.58424;5.53527;5.56116;5.38475;5.33879;5.31571;5.40342;5.86461;6.41169;6.25475;6.35991;6.34968;6.05647;5.73937;5.35906;5.09997;4.90951;4.68896;4.75077;4.80014;5.10338;5.46021;5.67355;5.84313;6.094;6.1237;6.03278;
Bus50;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus51;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus52;3.40007;3.26643;3.17738;3.1248;3.15834;3.2237;3.40673;3.54024;3.61744;3.70383;3.67135;3.68852;3.57152;3.54104;3.52573;3.5839;3.88979;4.25265;4.14856;4.21831;4.21152;4.01704;3.80673;3.55448;3.38263;3.25631;3.11002;3.15102;3.18377;3.3849;3.62157;3.76307;3.87555;4.04194;4.06164;4.00134;
Bus53;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus54;0.15693;0.15076;0.14665;0.14422;0.14577;0.14879;0.15723;0.1634;0.16696;0.17095;0.16945;0.17024;0.16484;0.16343;0.16273;0.16541;0.17953;0.19628;0.19147;0.19469;0.19438;0.1854;0.1757;0.16405;0.15612;0.15029;0.14354;0.14543;0.14694;0.15623;0.16715;0.17368;0.17887;0.18655;0.18746;0.18468;
Bus55;26.62518;25.57864;24.8813;24.46956;24.73224;25.24404;26.67729;27.72279;28.32736;29.00386;28.74952;28.88398;27.96774;27.72904;27.60917;28.06468;30.46004;33.30153;32.4864;33.0326;32.97944;31.45655;29.80961;27.83432;26.48863;25.49942;24.35386;24.67491;24.93133;26.50635;28.35967;29.46771;30.34851;31.65147;31.80574;31.33355;
Bus56;39.49314;37.94081;36.90644;36.29571;36.68534;37.4445;39.57045;41.12123;42.01799;43.02144;42.64418;42.84363;41.48457;41.1305;40.9527;41.62836;45.1814;49.39619;48.1871;48.99728;48.91843;46.65951;44.21661;41.28666;39.29059;37.8233;36.12409;36.6003;36.98066;39.31688;42.06592;43.70947;45.01596;46.94864;47.17747;46.47707;
Bus57;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus58;80.55554;77.3892;75.27936;74.03364;74.82838;76.37686;80.71323;83.87641;85.70557;87.75234;86.98283;87.38966;84.61754;83.89533;83.53265;84.91083;92.15809;100.75514;98.28892;99.94147;99.78063;95.17305;90.19016;84.21386;80.1424;77.14952;73.68358;74.65493;75.43074;80.19602;85.80334;89.15574;91.82064;95.76279;96.22954;94.80091;
Bus59;2.61544;2.51264;2.44414;2.40369;2.42949;2.47977;2.62056;2.72326;2.78265;2.8491;2.82412;2.83733;2.74732;2.72387;2.7121;2.75685;2.99215;3.27127;3.1912;3.24485;3.23963;3.09003;2.92825;2.73422;2.60203;2.50485;2.39232;2.42386;2.44905;2.60377;2.78582;2.89467;2.98119;3.10918;3.12434;3.07795;
Bus60;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus61;24.21897;23.26701;22.63269;22.25817;22.4971;22.96265;24.26638;25.21739;25.76732;26.38268;26.15133;26.27364;25.44021;25.22308;25.11404;25.52839;27.70727;30.29197;29.5505;30.04734;29.99898;28.61371;27.11561;25.31884;24.09476;23.19495;22.15292;22.44495;22.6782;24.11088;25.79672;26.80462;27.60582;28.79102;28.93135;28.50183;
Bus62;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus63;8.78788;8.44246;8.21229;8.0764;8.1631;8.33202;8.80508;9.15015;9.3497;9.57298;9.48904;9.53342;9.231;9.15222;9.11265;9.263;10.05361;10.99147;10.72243;10.90271;10.88516;10.38251;9.83893;9.18697;8.74281;8.41631;8.03821;8.14417;8.22881;8.74866;9.36036;9.72608;10.0168;10.44685;10.49777;10.34192;
Bus64;35.20382;33.82009;32.89806;32.35366;32.70097;33.37768;35.27273;36.65508;37.45445;38.34891;38.01263;38.19042;36.97896;36.66335;36.50486;37.10714;40.27428;44.0313;42.95354;43.67572;43.60543;41.59186;39.41427;36.80255;35.02327;33.71534;32.20068;32.62517;32.96421;35.0467;37.49717;38.96222;40.12681;41.84958;42.05356;41.42923;
Bus65;6.27706;6.03033;5.86592;5.76886;5.83078;5.95144;6.28934;6.53582;6.67836;6.83784;6.77788;6.80958;6.59357;6.5373;6.50904;6.61643;7.18115;7.85105;7.65888;7.78765;7.77511;7.41608;7.0278;6.56212;6.24486;6.01165;5.74158;5.81727;5.87772;6.24904;6.68597;6.9472;7.15485;7.46204;7.49841;7.38708;
Bus66;6.80014;6.53285;6.35475;6.24959;6.31668;6.4474;6.81345;7.08048;7.23489;7.40766;7.34271;7.37705;7.14304;7.08207;7.05146;7.1678;7.77958;8.5053;8.29712;8.43662;8.42304;8.03409;7.61346;7.10896;6.76527;6.51262;6.22004;6.30204;6.36753;6.76979;7.24314;7.52613;7.75109;8.08387;8.12327;8.00267;
Bus67;0.52309;0.50253;0.48883;0.48074;0.4859;0.49595;0.52411;0.54465;0.55653;0.56982;0.56482;0.56747;0.54946;0.54477;0.54242;0.55137;0.59843;0.65425;0.63824;0.64897;0.64793;0.61801;0.58565;0.54684;0.52041;0.50097;0.47846;0.48477;0.48981;0.52075;0.55716;0.57893;0.59624;0.62184;0.62487;0.61559;
Bus68;27.77597;26.6842;25.95672;25.52718;25.80121;26.33514;27.83034;28.92102;29.55173;30.25746;29.99213;30.13241;29.17657;28.92755;28.80249;29.2777;31.77659;34.74089;33.89053;34.46034;34.40488;32.81616;31.09804;29.03738;27.63352;26.60156;25.40648;25.74141;26.00891;27.652;29.58544;30.74136;31.66023;33.01951;33.18045;32.68785;
Bus69;10.88023;10.45257;10.1676;9.99935;10.10669;10.31584;10.90153;11.32876;11.57582;11.85226;11.74833;11.80328;11.42886;11.33132;11.28233;11.46848;12.44733;13.60849;13.27539;13.49859;13.47686;12.85454;12.18153;11.37434;10.82443;10.42019;9.95207;10.08326;10.18805;10.83167;11.58902;12.04181;12.40175;12.9342;12.99724;12.80428;
Bus70;5.54473;5.32679;5.18157;5.09582;5.15052;5.25711;5.55559;5.77331;5.89921;6.0401;5.98713;6.01513;5.82432;5.77461;5.74965;5.84451;6.34335;6.93509;6.76534;6.87909;6.86802;6.55087;6.20789;5.79654;5.5163;5.31029;5.07173;5.13859;5.19199;5.51999;5.90594;6.13669;6.32012;6.59146;6.62359;6.52526;
Bus71;36.3023;34.87539;33.9246;33.36321;33.72136;34.41918;36.37336;37.79885;38.62316;39.54553;39.19875;39.38209;38.13284;37.80738;37.64394;38.26501;41.53098;45.40524;44.29384;45.03856;44.96608;42.88967;40.64414;37.95092;36.11612;34.76738;33.20546;33.64319;33.99281;36.14028;38.66722;40.17798;41.37891;43.15544;43.36578;42.72197;
Bus72;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus73;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus74;30.75757;29.5486;28.74303;28.26739;28.57084;29.16207;30.81778;32.02554;32.72394;33.50544;33.21163;33.36696;32.30851;32.03276;31.89429;32.4205;35.18763;38.47014;37.5285;38.15947;38.09806;36.3388;34.43624;32.15438;30.59983;29.45709;28.13373;28.50461;28.80083;30.6203;32.76127;34.04128;35.05879;36.56398;36.74219;36.19671;
Bus75;13.18182;12.66369;12.31844;12.1146;12.24464;12.49803;13.20762;13.72523;14.02455;14.35947;14.23355;14.30013;13.84651;13.72833;13.66898;13.8945;15.08041;16.4872;16.08364;16.35406;16.32774;15.57377;14.75839;13.78045;13.11421;12.62447;12.05731;12.21626;12.34321;13.12298;14.04055;14.58912;15.0252;15.67028;15.74665;15.51288;
Bus76;3.08622;2.96491;2.88408;2.83635;2.8668;2.92613;3.09226;3.21345;3.28353;3.36194;3.33246;3.34805;3.24184;3.21417;3.20028;3.25308;3.53073;3.8601;3.76561;3.82893;3.82276;3.64624;3.45534;3.22638;3.07039;2.95573;2.82294;2.86016;2.88988;3.07244;3.28727;3.41571;3.5178;3.66883;3.68672;3.63198;
Bus77;22.85894;21.96044;21.36174;21.00825;21.23377;21.67317;22.90369;23.80129;24.32035;24.90115;24.68279;24.79823;24.0116;23.80666;23.70375;24.09483;26.15135;28.59091;27.89108;28.36002;28.31437;27.0069;25.59292;23.89705;22.74171;21.89243;20.90891;21.18455;21.4047;22.75692;24.34809;25.29939;26.0556;27.17425;27.30669;26.9013;
Bus78;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus79;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus80;16.94805;16.28188;15.838;15.57591;15.74311;16.0689;16.98122;17.64673;18.03156;18.46218;18.30028;18.38588;17.80265;17.65071;17.5744;17.86436;19.3891;21.19783;20.67897;21.02665;20.99281;20.02342;18.97507;17.71772;16.86113;16.23146;15.50226;15.70662;15.86984;16.87241;18.05213;18.75744;19.31811;20.1475;20.2457;19.94513;
