<BEGIN>
Bus/Hour;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;
Bus218;36.75957;35.31469;34.35192;33.78346;34.14612;34.85273;36.83153;38.27497;39.10966;40.04365;39.69251;39.87816;38.61316;38.2836;38.11811;38.747;42.05411;45.97717;44.85177;45.60587;45.53248;43.42992;41.1561;38.42896;36.57105;35.20532;33.62372;34.06697;34.42099;36.59551;39.15428;40.68407;41.90013;43.69903;43.91202;43.2601;
Bus221;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus225;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus280;62.95925;60.48456;58.83559;57.86198;58.48312;59.69335;63.0825;65.55472;66.98433;68.58401;67.98259;68.30055;66.13396;65.56951;65.28606;66.36319;72.02738;78.74652;76.81902;78.11059;77.98488;74.38376;70.48932;65.81846;62.63636;60.29723;57.58838;58.34755;58.9539;62.67826;67.06074;69.68086;71.76364;74.84468;75.20948;74.09291;
Bus283;14.38693;13.82143;13.44462;13.22214;13.36408;13.64063;14.41509;14.98002;15.3067;15.67225;15.53482;15.60748;15.11238;14.9834;14.91863;15.16477;16.4591;17.9945;17.55404;17.84918;17.82046;16.99756;16.10764;15.04029;14.31314;13.77862;13.15962;13.3331;13.47166;14.32272;15.32416;15.92289;16.39883;17.10289;17.18625;16.9311;
Bus292;7.27506;6.9891;6.79856;6.68606;6.75783;6.89768;7.2893;7.57497;7.74016;7.92501;7.85551;7.89225;7.6419;7.57668;7.54392;7.66839;8.3229;9.0993;8.87658;9.02582;9.0113;8.59518;8.14517;7.60544;7.23775;6.96746;6.65444;6.74217;6.81223;7.24259;7.74899;8.05175;8.29242;8.64844;8.69059;8.56157;
Bus305;54.22076;52.08955;50.66944;49.83097;50.36589;51.40815;54.3269;56.45599;57.68717;59.06482;58.54688;58.82071;56.95483;56.46873;56.22462;57.15225;62.03027;67.81682;66.15685;67.26915;67.16089;64.05959;60.70569;56.68312;53.94269;51.92822;49.59535;50.24914;50.77133;53.97877;57.75298;60.00943;61.80314;64.45654;64.77071;63.80911;
Bus306;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus314;85.85831;82.48354;80.23482;78.9071;79.75415;81.40456;86.02638;89.39779;91.34736;93.52886;92.70869;93.14231;90.1877;89.41796;89.03141;90.5003;98.22463;107.3876;104.75904;106.52038;106.34895;101.43805;96.12716;89.75745;85.41798;82.22808;78.53399;79.56928;80.39616;85.47512;91.45156;95.02465;97.86497;102.06662;102.5641;101.04142;
Bus333;276.10476;265.25211;258.02062;253.7509;256.47487;261.78229;276.64523;287.48707;293.75652;300.77183;298.13434;299.52875;290.02728;287.55192;286.30884;291.03255;315.87258;345.33903;336.88607;342.5502;341.99892;326.20637;309.12751;288.64367;274.68873;264.4306;252.55105;255.88035;258.53947;274.87249;294.09162;305.58202;314.71597;328.22773;329.82753;324.93086;
Bus338;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus346;103.967;99.88044;97.15743;95.54967;96.57538;98.57388;104.17051;108.25299;110.61375;113.25536;112.26221;112.78728;109.20951;108.27742;107.80933;109.58804;118.94153;130.0371;126.85414;128.98697;128.77938;122.83271;116.40168;108.68851;103.43379;99.5711;95.09787;96.35151;97.3528;103.50299;110.73993;115.06663;118.50601;123.59386;124.19626;122.35242;
Bus350;58.11624;55.8319;54.30977;53.41106;53.98441;55.10155;58.23;60.51205;61.83169;63.30831;62.75316;63.04666;61.04673;60.52571;60.26405;61.25833;66.48681;72.68909;70.90986;72.10208;71.98605;68.66193;65.06707;60.7555;57.81818;55.65899;53.15851;53.85928;54.41898;57.85686;61.90222;64.32079;66.24336;69.0874;69.42414;68.39346;
Bus352;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus367;34.30648;32.95802;32.05949;31.52897;31.86743;32.52689;34.37363;35.72075;36.49974;37.3714;37.04369;37.21695;36.03637;35.72881;35.57435;36.16128;39.24769;42.90895;41.85866;42.56243;42.49394;40.53169;38.40961;35.86446;34.13053;32.85594;31.37989;31.79356;32.12396;34.15336;36.54137;37.96908;39.10398;40.78284;40.98162;40.3732;
Bus401;29.74246;28.57339;27.7944;27.33446;27.62789;28.19962;29.80068;30.96858;31.64393;32.39963;32.11552;32.26573;31.24221;30.97556;30.84166;31.3505;34.02631;37.20049;36.28992;36.90007;36.84068;35.13949;33.29972;31.09317;29.58992;28.4849;27.20521;27.56385;27.8503;29.60971;31.68003;32.9178;33.90172;35.35723;35.52956;35.00209;
Bus408;67.9602;65.28894;63.50898;62.45804;63.12851;64.43488;68.09323;70.76183;72.30499;74.03173;73.38254;73.72576;71.38708;70.77779;70.47182;71.63451;77.74862;85.00147;82.92086;84.31503;84.17933;80.29217;76.08839;71.04652;67.61166;65.08673;62.16271;62.98218;63.63669;67.65689;72.38747;75.21571;77.46393;80.78971;81.18348;79.97822;
Bus410;89.95909;86.42313;84.067;82.67586;83.56338;85.29261;90.13518;93.66762;95.7103;97.99599;97.13666;97.59098;94.49526;93.68875;93.28373;94.82279;102.91604;112.51666;109.76256;111.60802;111.4284;106.28295;100.7184;94.04446;89.49772;86.15547;82.28494;83.36967;84.23605;89.5576;95.81948;99.56322;102.5392;106.94154;107.46278;105.86737;
Bus413;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus416;37.20702;35.74456;34.77006;34.19469;34.56176;35.27697;37.27986;38.74087;39.58572;40.53108;40.17566;40.36357;39.08318;38.74961;38.5821;39.21865;42.56601;46.53682;45.39773;46.16101;46.08672;43.95856;41.65707;38.89673;37.0162;35.63385;34.033;34.48165;34.83998;37.04097;39.63088;41.17929;42.41015;44.23096;44.44654;43.78668;
Bus426;64.80171;62.25459;60.55736;59.55526;60.19458;61.44023;64.92856;67.47313;68.94457;70.59106;69.97204;70.29931;68.06932;67.48835;67.1966;68.30526;74.1352;81.05097;79.06706;80.39643;80.26705;76.56054;72.55214;67.74459;64.46937;62.06179;59.27366;60.05505;60.67914;64.51249;69.02322;71.72001;73.86375;77.03496;77.41043;76.26118;
Bus432;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus444;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus449;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus453;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus455;144.40621;138.73014;134.94798;132.71486;134.13954;136.91538;144.68888;150.3593;153.6383;157.3074;155.92795;156.65725;151.68786;150.39322;149.74307;152.21363;165.20527;180.61659;176.19559;179.158;178.86967;170.60998;161.67752;150.96422;143.66561;138.30048;132.08733;133.8286;135.21935;143.76172;153.81356;159.82318;164.60035;171.66717;172.50388;169.94287;
Bus490;10.80204;10.37745;10.09453;9.92749;10.03406;10.2417;10.82318;11.24735;11.49263;11.76709;11.6639;11.71846;11.34673;11.24989;11.20125;11.38606;12.35787;13.51069;13.17999;13.40158;13.38001;12.76216;12.09399;11.2926;10.74664;10.34531;9.88055;10.0108;10.11483;10.75383;11.50574;11.95528;12.31262;12.84125;12.90383;12.71226;
Bus500;76.01435;73.02651;71.03561;69.86011;70.61005;72.07123;76.16315;79.14801;80.87406;82.80544;82.07931;82.46321;79.84736;79.16587;78.82364;80.12412;86.96282;95.07523;92.74804;94.30743;94.15566;89.80782;85.10584;79.46644;75.6245;72.80034;69.52978;70.44637;71.17845;75.67509;80.96631;84.12973;86.6444;90.36432;90.80476;89.45666;
Bus502;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus506;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus513;30.24782;29.05889;28.26666;27.79891;28.09732;28.67876;30.30703;31.49477;32.1816;32.95014;32.6612;32.81396;31.77306;31.50188;31.36569;31.88318;34.60446;37.83257;36.90653;37.52704;37.46665;35.73655;33.86552;31.62148;30.09269;28.96889;27.66746;28.03219;28.3235;30.11282;32.21831;33.47711;34.47775;35.95799;36.13325;35.59681;
Bus516;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus520;62.3802;59.92827;58.29446;57.3298;57.94523;59.14433;62.50231;64.9518;66.36825;67.95322;67.35733;67.67237;65.52571;64.96645;64.6856;65.75283;71.36492;78.02226;76.11249;77.39218;77.26763;73.69963;69.84101;65.21311;62.06027;59.74266;57.05872;57.81091;58.41168;62.10179;66.44396;69.03998;71.10361;74.15631;74.51775;73.41145;
Bus549;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus554;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus556;8.69638;8.35456;8.12679;7.99231;8.0781;8.24527;8.7134;9.05488;9.25235;9.47331;9.39024;9.43416;9.13489;9.05693;9.01777;9.16655;9.94893;10.87703;10.61079;10.78919;10.77182;10.27441;9.73649;9.09131;8.65178;8.32868;7.95452;8.05938;8.14313;8.65757;9.2629;9.62481;9.9125;10.33808;10.38847;10.23424;
Bus561;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus564;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus575;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus583;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus594;35.56987;34.17175;33.24014;32.69008;33.041;33.72475;35.6395;37.03623;37.84391;38.74767;38.40789;38.58753;37.36348;37.04458;36.88444;37.49298;40.69306;44.48915;43.40017;44.12987;44.05885;42.02434;39.82411;37.18523;35.38745;34.06592;32.53551;32.96441;33.30698;35.41112;37.88707;39.36735;40.54406;42.28474;42.49084;41.86002;
Bus601;74.01397;71.10476;69.16625;68.02169;68.75189;70.17462;74.15885;77.06517;78.74579;80.62635;79.91933;80.29312;77.74611;77.08256;76.74933;78.01559;84.67433;92.57325;90.30731;91.82566;91.67788;87.44445;82.86621;77.37522;73.63438;70.88454;67.70005;68.59252;69.30534;73.68364;78.83562;81.91579;84.36428;87.98631;88.41516;87.10253;
Bus604;17.49804;16.81026;16.35196;16.08137;16.254;16.59036;17.53229;18.21939;18.61671;19.06131;18.89416;18.98253;18.38038;18.2235;18.14472;18.44408;20.01831;21.88574;21.35003;21.709;21.67406;20.67321;19.59085;18.29269;17.4083;16.75819;16.00533;16.21633;16.38485;17.41995;18.63795;19.36615;19.94501;20.80132;20.9027;20.59238;
Bus608;79.43605;76.31371;74.2332;73.00479;73.78848;75.31544;79.59154;82.71077;84.51451;86.53283;85.77402;86.17519;83.44159;82.72943;82.37179;83.73081;90.87735;99.35493;96.92299;98.55257;98.39397;93.85041;88.93678;83.04353;79.02865;76.07736;72.65959;73.61744;74.38247;79.08152;84.61092;87.91673;90.54459;94.43196;94.89223;93.48345;
Bus609;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus615;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus616;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus619;38.36514;36.85715;35.85232;35.25904;35.63754;36.37501;38.44024;39.94673;40.81788;41.79266;41.42618;41.61993;40.29969;39.95574;39.78301;40.43938;43.89093;47.98534;46.81079;47.59782;47.52122;45.32683;42.95369;40.10744;38.16838;36.743;35.09232;35.55493;35.92442;38.19391;40.86444;42.46104;43.73022;45.6077;45.82999;45.14959;
