<BEGIN>
<Thermal plants>
ID;Name;Generation in time t = -1 in MW;State in t = -1. Either 1, if up, or 0, if down;Start-up trajectory (TRUE or FALSE);Shut-down trajectory (TRUE or FALSE);Number of hours (> 0) in the state of t = -1
62;B FLUMINENSE-unit2;150.0;1;FALSE;FALSE;1728
63;B FLUMINENSE-unit3;220.00000000000003;1;FALSE;FALSE;1728
64;MARANHAO 4-unit1;168.872;1;FALSE;FALSE;239
65;MARANHAO 4-unit2;0.0;0;FALSE;FALSE;3600
66;MARANHAO 5-unit1;168.872;1;FALSE;FALSE;260
67;MARANHAO 5-unit2;0.0;0;FALSE;FALSE;3600
68;FORTALEZA-unit1;0;0;FALSE;FALSE;9385
69;FORTALEZA-unit2;0;0;FALSE;FALSE;9385
70;FORTALEZA-unit3;0;0;FALSE;FALSE;9385
71;LINHARES-unit1;51.0;1;FALSE;FALSE;8497
72;LINHARES-unit2;51.0;1;FALSE;FALSE;4451
73;LINHARES-unit3;43.0;1;FALSE;FALSE;8497
74;LINHARES-unit4;51.0;1;FALSE;FALSE;4416
75;N VENECIA;178.0;1;FALSE;FALSE;68
76;J.DEFORA-unit1;0;0;FALSE;FALSE;3
77;J.DEFORA-unit2;0;0;FALSE;FALSE;30
78;RALMEIDA(L)-unit1;0;0;FALSE;FALSE;7838
79;RALMEIDA(L)-unit2;0;0;FALSE;FALSE;9844
80;RALMEIDA(L)-unit3;0;0;FALSE;FALSE;311
81;RALMEIDA(L)-unit4;0;0;FALSE;FALSE;10560
82;IBIRITE-gas;0;0;FALSE;FALSE;432
83;IBIRITE-steam;0.0;0;FALSE;FALSE;3600
84;TERMOCEARA(L)-unit1;0;0;FALSE;FALSE;7896
85;TERMOCEARA(L)-unit2;0;0;FALSE;FALSE;6840
86;TERMOCEARA(L)-unit3;0;0;FALSE;FALSE;7872
87;TERMOCEARA(L)-unit4;0;0;FALSE;FALSE;7896
88;TERMOBAHIA;0;0;FALSE;FALSE;345
89;VALE DO ACU-unit1;0;0;FALSE;FALSE;47
90;VALE DO ACU-unit2;0;0;FALSE;FALSE;4373
91;URUGUAIANA-unit1;0;0;FALSE;FALSE;10892
92;URUGUAIANA-unit2;0;0;FALSE;FALSE;10892
93;URUGUAIANA-unit3;0;0;FALSE;FALSE;10892
94;M.COVAS-unit1;167.4;1;FALSE;FALSE;168
95;M.COVAS-unit2;167.4;1;FALSE;FALSE;168
96;M.COVAS-unit3;150.2;1;FALSE;FALSE;168
97;NPIRATININGA-unit1;0;0;FALSE;FALSE;4153
98;NPIRATININGA-unit2;0;0;FALSE;FALSE;13608
99;NPIRATININGA-unit3;0;0;FALSE;FALSE;736
100;NPIRATININGA-unit4;0;0;FALSE;FALSE;119
101;NPIRATININGA-unit5;0;0;FALSE;FALSE;13071
102;NPIRATININGA-unit6;0;0;FALSE;FALSE;10067
103;TERMOMACAE-unit1;0;0;FALSE;FALSE;307
104;TERMOMACAE-unit2;0;0;FALSE;FALSE;10560
105;TERMOMACAE-unit3;0;0;FALSE;FALSE;943
106;TERMOMACAE-unit4;0;0;FALSE;FALSE;565
107;TERMOMACAE-unit5;0;0;FALSE;FALSE;10560
108;TERMOMACAE-unit6;0;0;FALSE;FALSE;10560
109;TERMOMACAE-unit7;0;0;FALSE;FALSE;10560
110;TERMOMACAE-unit8;0;0;FALSE;FALSE;10560
111;TERMOMACAE-unit9;0;0;FALSE;FALSE;10560
112;TERMOMACAE-unit10;0;0;FALSE;FALSE;10560
113;TERMOMACAE-unit11;0;0;FALSE;FALSE;815
114;TERMOMACAE-unit12;0;0;FALSE;FALSE;821
115;TERMOMACAE-unit13;0;0;FALSE;FALSE;447
116;TERMOMACAE-unit14;0;0;FALSE;FALSE;520
117;TERMOMACAE-unit15;0;0;FALSE;FALSE;755
118;TERMOMACAE-unit16;0;0;FALSE;FALSE;10560
119;TERMOMACAE-unit17;0;0;FALSE;FALSE;489
120;TERMOMACAE-unit18;0;0;FALSE;FALSE;480
121;TERMOMACAE-unit19;0;0;FALSE;FALSE;543
122;TERMOMACAE-unit20;0;0;FALSE;FALSE;312
123;S.TIARAJU(L)-gas;0;0;FALSE;FALSE;310
124;S.TIARAJU(L)-steam;0.0;0;FALSE;FALSE;3600
125;TNORTE 2-unit1;0;0;FALSE;FALSE;10560
126;TNORTE 2-unit2;0;0;FALSE;FALSE;10560
127;TNORTE 2-unit3;0;0;FALSE;FALSE;966
128;TNORTE 2-unit4;0;0;FALSE;FALSE;966
129;APAREC B1-unit1;43.0;1;FALSE;FALSE;3
130;APAREC B1-unit2;0;0;FALSE;FALSE;840
131;APAREC B1-unit3;36.0;1;FALSE;FALSE;107
132;APAREC B1-unit4;25.0;1;FALSE;FALSE;11
133;SUZANO MA;0.0;0;FALSE;FALSE;3600
134;ANGRA 2;1210.0;1;FALSE;FALSE;2927
135;ANGRA 1;640.0;1;FALSE;FALSE;6675
136;CRIST.ROCHA-unit1;17.08;1;FALSE;FALSE;268
137;CRIST.ROCHA-unit2;17.08;1;FALSE;FALSE;264
138;CRIST.ROCHA-unit3;13.77;1;FALSE;FALSE;250
139;CRIST.ROCHA-unit4;17.08;1;FALSE;FALSE;268
140;CRIST.ROCHA-unit5;0;0;FALSE;FALSE;48
141;TAMBAQUI-unit1;0;0;FALSE;FALSE;46
142;TAMBAQUI-unit2;38.0;1;FALSE;FALSE;9016
143;TAMBAQUI-unit3;25.0;1;FALSE;FALSE;3770
144;MARACANAU-unit1;0;0;FALSE;FALSE;1593
145;MARACANAU-unit2;0;0;FALSE;FALSE;1593
146;MARACANAU-unit3;0;0;FALSE;FALSE;311
147;MARACANAU-unit4;0;0;FALSE;FALSE;311
148;MARACANAU-unit5;0;0;FALSE;FALSE;353
149;MARACANAU-unit6;0;0;FALSE;FALSE;1593
150;MARACANAU-unit7;0;0;FALSE;FALSE;311
151;MARACANAU-unit8;0;0;FALSE;FALSE;311
152;T.NORDESTE-unit1;0;0;FALSE;FALSE;311
153;T.NORDESTE-unit2;0;0;FALSE;FALSE;311
154;T.NORDESTE-unit3;0;0;FALSE;FALSE;311
155;T.PARAIBA-unit1;0;0;FALSE;FALSE;311
156;T.PARAIBA-unit2;0;0;FALSE;FALSE;311
157;T.PARAIBA-unit3;0;0;FALSE;FALSE;311
158;GERAMAR I-unit1;0;0;FALSE;FALSE;311
159;GERAMAR I-unit2;0;0;FALSE;FALSE;311
160;GERAMAR I-unit3;0;0;FALSE;FALSE;311
161;GERAMAR I-unit4;0;0;FALSE;FALSE;311
162;GERAMAR I-unit5;0.0;0;FALSE;FALSE;3600
163;GERAMAR I-unit6;0.0;0;FALSE;FALSE;3600
164;GERAMAR I-unit7;0.0;0;FALSE;FALSE;3600
165;GERAMAR I-unit8;0.0;0;FALSE;FALSE;3600
166;GERAMAR I-unit9;0.0;0;FALSE;FALSE;3600
167;GERAMAR I-unit10;0.0;0;FALSE;FALSE;3600
168;GERAMAR I-unit11;0.0;0;FALSE;FALSE;3600
169;GERAMAR I-unit12;0.0;0;FALSE;FALSE;3600
170;GERAMAR I-unit13;0.0;0;FALSE;FALSE;3600
171;GERAMAR I-unit14;0.0;0;FALSE;FALSE;3600
172;GERAMAR I-unit15;0.0;0;FALSE;FALSE;3600
173;GERAMAR I-unit16;0.0;0;FALSE;FALSE;3600
174;GERAMAR I-unit17;0.0;0;FALSE;FALSE;3600
175;GERAMAR I-unit18;0.0;0;FALSE;FALSE;3600
176;GERAMAR I-unit19;0.0;0;FALSE;FALSE;3600
177;GERAMAR II-unit1;0;0;FALSE;FALSE;311
178;GERAMAR II-unit2;0;0;FALSE;FALSE;311
179;GERAMAR II-unit3;0;0;FALSE;FALSE;311
180;GERAMAR II-unit4;0;0;FALSE;FALSE;311
181;GERAMAR II-unit5;0.0;0;FALSE;FALSE;3600
182;GERAMAR II-unit6;0.0;0;FALSE;FALSE;3600
183;GERAMAR II-unit7;0.0;0;FALSE;FALSE;3600
184;GERAMAR II-unit8;0.0;0;FALSE;FALSE;3600
185;GERAMAR II-unit9;0.0;0;FALSE;FALSE;3600
186;GERAMAR II-unit10;0.0;0;FALSE;FALSE;3600
187;GERAMAR II-unit11;0.0;0;FALSE;FALSE;3600
188;GERAMAR II-unit12;0.0;0;FALSE;FALSE;3600
189;GERAMAR II-unit13;0.0;0;FALSE;FALSE;3600
190;GERAMAR II-unit14;0.0;0;FALSE;FALSE;3600
191;GERAMAR II-unit15;0.0;0;FALSE;FALSE;3600
192;GERAMAR II-unit16;0.0;0;FALSE;FALSE;3600
193;GERAMAR II-unit17;0.0;0;FALSE;FALSE;3600
194;GERAMAR II-unit18;0.0;0;FALSE;FALSE;3600
195;GERAMAR II-unit19;0.0;0;FALSE;FALSE;3600
196;UTE VIANA-unit1;0;0;FALSE;FALSE;102
197;UTE VIANA-unit2;0;0;FALSE;FALSE;102
198;UTE VIANA-unit3;0;0;FALSE;FALSE;102
199;UTE VIANA-unit4;0;0;FALSE;FALSE;102
200;CAMPINA GRAN-unit1;0;0;FALSE;FALSE;320
201;CAMPINA GRAN-unit2;0;0;FALSE;FALSE;311
202;CAMPINA GRAN-unit3;0;0;FALSE;FALSE;313
203;CAMPINA GRAN-unit4;0;0;FALSE;FALSE;311
204;SUAPE 2-unit1;0;0;FALSE;FALSE;10892
205;SUAPE 2-unit2;0;0;FALSE;FALSE;10892
206;SUAPE 2-unit3;0;0;FALSE;FALSE;10892
207;SUAPE 2-unit4;0;0;FALSE;FALSE;10892
208;SUAPE 2-unit5;0;0;FALSE;FALSE;474
209;SUAPE 2-unit6;0;0;FALSE;FALSE;425
210;SUAPE 2-unit7;0;0;FALSE;FALSE;10892
211;SUAPE 2-unit8;0;0;FALSE;FALSE;10892
212;SUAPE 2-unit9;0;0;FALSE;FALSE;10892
213;SUAPE 2-unit10;0;0;FALSE;FALSE;10892
214;SUAPE 2-unit11;0;0;FALSE;FALSE;10892
215;SUAPE 2-unit12;0;0;FALSE;FALSE;10892
216;SUAPE 2-unit13;0;0;FALSE;FALSE;460
217;SUAPE 2-unit14;0;0;FALSE;FALSE;402
218;SUAPE 2-unit15;0;0;FALSE;FALSE;319
219;SUAPE 2-unit16;0;0;FALSE;FALSE;310
220;SUAPE 2-unit17;0;0;FALSE;FALSE;10892
221;GLOBAL I-unit1;0;0;FALSE;FALSE;6984
222;GLOBAL I-unit2;0;0;FALSE;FALSE;6984
223;GLOBAL I-unit3;0;0;FALSE;FALSE;6984
224;GLOBAL I-unit4;0;0;FALSE;FALSE;6984
225;GLOBAL II-unit1;0;0;FALSE;FALSE;10892
226;GLOBAL II-unit2;0;0;FALSE;FALSE;6984
227;GLOBAL II-unit3;0;0;FALSE;FALSE;8324
228;GLOBAL II-unit4;0;0;FALSE;FALSE;6984
229;IGARAPE;0.0;0;FALSE;FALSE;3600
230;CAMACARI MI-unit1;0;0;FALSE;FALSE;10113
231;CAMACARI MI-unit2;0;0;FALSE;FALSE;10560
232;CAMACARI MI-unit3;0;0;FALSE;FALSE;10090
233;CAMACARI MI-unit4;0;0;FALSE;FALSE;10091
234;MAUA 3-unit1;188.33333333333334;1;FALSE;FALSE;4445
235;MAUA 3-unit2;188.33333333333334;1;FALSE;FALSE;4445
236;MAUA 3-unit3;188.33333333333334;1;FALSE;FALSE;4445
237;PERNAMBUCO3-unit1;0;0;FALSE;FALSE;6841
238;PERNAMBUCO3-unit2;0;0;FALSE;FALSE;8206
239;PERNAMBUCO3-unit3;0;0;FALSE;FALSE;6840
240;PERNAMBUCO3-unit4;0;0;FALSE;FALSE;311
241;PALMEIRAS-unit1;0;0;FALSE;FALSE;486
242;PALMEIRAS-unit2;0;0;FALSE;FALSE;534
243;GOIANIA 2-unit1;0;0;FALSE;FALSE;10892
244;GOIANIA 2-unit2;0;0;FALSE;FALSE;10892
245;PETROLINA(L)-unit1;0;0;FALSE;FALSE;10560
246;PETROLINA(L)-unit2;0;0;FALSE;FALSE;10560
247;PETROLINA(L)-unit3;0;0;FALSE;FALSE;10560
248;PETROLINA(L)-unit4;0;0;FALSE;FALSE;10560
249;PETROLINA(L)-unit5;0;0;FALSE;FALSE;10560
250;PETROLINA(L)-unit6;0;0;FALSE;FALSE;10560
251;PETROLINA(L)-unit7;0;0;FALSE;FALSE;10560
252;PETROLINA(L)-unit8;0;0;FALSE;FALSE;10560
253;P.FERRO-unit1;0;0;FALSE;FALSE;8206
254;P.FERRO-unit2;0;0;FALSE;FALSE;8206
255;P.FERRO-unit3;0;0;FALSE;FALSE;8206
256;P.FERRO-unit4;0;0;FALSE;FALSE;8206
257;P.FERRO-unit5;0;0;FALSE;FALSE;8206
258;P.FERRO-unit6;0;0;FALSE;FALSE;8206
259;P.FERRO-unit7;0;0;FALSE;FALSE;8206
260;T.MANAUS-unit1;0;0;FALSE;FALSE;8206
261;T.MANAUS-unit2;0;0;FALSE;FALSE;8206
262;T.MANAUS-unit3;0;0;FALSE;FALSE;8206
263;T.MANAUS-unit4;0;0;FALSE;FALSE;8206
264;T.MANAUS-unit5;0;0;FALSE;FALSE;8206
265;T.MANAUS-unit6;0;0;FALSE;FALSE;8206
266;T.MANAUS-unit7;0;0;FALSE;FALSE;8206
267;T.MANAUS-unit8;0;0;FALSE;FALSE;8206
268;T.MANAUS-unit9;0;0;FALSE;FALSE;8206
269;T.MANAUS-unit10;0;0;FALSE;FALSE;8206
270;T.MANAUS-unit11;0;0;FALSE;FALSE;8206
271;T.MANAUS-unit12;0;0;FALSE;FALSE;8206
272;ATLANTICO-unit1;116.66666666666667;1;FALSE;FALSE;4320
273;ATLANTICO-unit2;116.66666666666667;1;FALSE;FALSE;4320
274;ATLANTICO 2;116.66666666666667;1;FALSE;FALSE;4320
275;S.CRUZ 34-unit1;0;0;FALSE;FALSE;10892
276;S.CRUZ 34-unit2;0;0;FALSE;FALSE;10892
277;S.CRUZ NV-unit1;0;0;FALSE;FALSE;4154
278;S.CRUZ NV-unit2;0;0;FALSE;FALSE;4577
279;PIRATININGA 12-unit1;0;0;FALSE;FALSE;10892
280;PIRATININGA 12-unit2;0;0;FALSE;FALSE;10892
281;CAMPOS-unit1;0;0;FALSE;FALSE;10892
282;CAMPOS-unit2;0;0;FALSE;FALSE;10892
283;DAIA-unit1;0;0;FALSE;FALSE;10892
284;DAIA-unit2;0;0;FALSE;FALSE;10892
285;DAIA-unit3;0;0;FALSE;FALSE;10892
286;STA VITORIA;36.0;1;FALSE;FALSE;5304
287;XAVANTES-unit1;0;0;FALSE;FALSE;10562
288;XAVANTES-unit2;0;0;FALSE;FALSE;10562
289;ALTOS;0;0;FALSE;FALSE;10892
290;ARACATI;0;0;FALSE;FALSE;10892
291;BAHIA-unit1;0;0;FALSE;FALSE;601
292;BAHIA-unit2;0;0;FALSE;FALSE;6984
293;BAHIA-unit3;0;0;FALSE;FALSE;6984
294;BATURITE;0;0;FALSE;FALSE;10892
295;IGUATU;0;0;FALSE;FALSE;10892
296;JUAZEIRO N;0;0;FALSE;FALSE;10892
297;MARAMBAIA;0;0;FALSE;FALSE;10892
298;MURICY-unit1;0;0;FALSE;FALSE;8324
299;MURICY-unit2;0;0;FALSE;FALSE;10560
300;MURICY-unit3;0;0;FALSE;FALSE;8324
301;MURICY-unit4;0;0;FALSE;FALSE;10560
302;MURICY-unit5;0;0;FALSE;FALSE;8324
303;MURICY-unit6;0;0;FALSE;FALSE;8324
304;MURICY-unit7;0;0;FALSE;FALSE;8324
305;MURICY-unit8;0;0;FALSE;FALSE;10560
306;NAZARIA;0;0;FALSE;FALSE;10892
307;PSERGIPE I-gas1;0;0;FALSE;FALSE;4824
308;PSERGIPE I-gas2;0;0;FALSE;FALSE;5055
309;PSERGIPE I-gas3;0;0;FALSE;FALSE;6528
310;PSERGIPE I-steam;0;0;FALSE;FALSE;5078
311;POTIGUAR-unit1;0;0;FALSE;FALSE;8206
312;POTIGUAR-unit2;0;0;FALSE;FALSE;8206
313;POTIGUAR-unit3;0;0;FALSE;FALSE;8206
314;POTIGUAR-unit4;0;0;FALSE;FALSE;8206
315;POTIGUAR_3-unit1;0;0;FALSE;FALSE;8206
316;POTIGUAR_3-unit2;0;0;FALSE;FALSE;8206
317;POTIGUAR_3-unit3;0;0;FALSE;FALSE;8206
318;POTIGUAR_3-unit4;0;0;FALSE;FALSE;8206
319;POTIGUAR_3-unit5;0;0;FALSE;FALSE;8206
320;POTIGUAR_3-unit6;0;0;FALSE;FALSE;8326
321;PROSPERIDA-unit1;9.34;1;FALSE;FALSE;1824
322;PROSPERIDA-unit2;9.34;1;FALSE;FALSE;1824
323;PROSPERIDA-unit3;9.32;1;FALSE;FALSE;1824
324;SYKUE I;0;0;FALSE;FALSE;118
325;TERMOCABO-unit1;0;0;FALSE;FALSE;311
326;TERMOCABO-unit2;0;0;FALSE;FALSE;311
327;TERMOCABO-unit3;0;0;FALSE;FALSE;311
328;PARNAIB_IV;56.00000000000001;1;FALSE;FALSE;1575
</Thermal plants>
</END>
