<BEGIN>
<Thermal plants>
ID;Name;Generation in time t = -1 in MW;State in t = -1. Either 1, if up, or 0, if down;Start-up trajectory (TRUE or FALSE);Shut-down trajectory (TRUE or FALSE);Number of hours (> 0) in the state of t = -1
32;MANAUARA-unit5;16.7;1;FALSE;FALSE;309
33;N.FLU_DESSEM-unit1;0.0;0;FALSE;FALSE;3600
34;N.FLU_DESSEM-unit2;0.0;0;FALSE;FALSE;3600
35;N.FLU_DESSEM-unit3;0.0;0;FALSE;FALSE;3600
36;N.FLU_DESSEM-unit4;0.0;0;FALSE;FALSE;3600
37;P. NEGRA-unit1;16.0;1;FALSE;FALSE;8146
38;P. NEGRA-unit2;16.0;1;FALSE;FALSE;8146
39;P. NEGRA-unit3;16.0;1;FALSE;FALSE;8146
40;P. NEGRA-unit4;16.0;1;FALSE;FALSE;8146
41;TERMORIO-unit1;0;0;FALSE;FALSE;6262
42;TERMORIO-unit2;0;0;FALSE;FALSE;6262
43;TERMORIO-unit3;0;0;FALSE;FALSE;6262
44;TERMORIO-unit4;0;0;FALSE;FALSE;6262
45;TERMORIO-unit5;0;0;FALSE;FALSE;6262
46;TERMORIO-unit6;90.0;1;FALSE;FALSE;6262
47;TERMORIO-unit7;90.0;1;FALSE;FALSE;6262
48;TERMORIO-unit8;90.0;1;FALSE;FALSE;6262
49;T.LAGOAS-unit1;0.0;0;FALSE;FALSE;3600
50;T.LAGOAS-unit2;0.0;0;FALSE;FALSE;3600
51;T.LAGOAS-unit3;0.0;0;FALSE;FALSE;3600
52;T.LAGOAS-unit4;0.0;0;FALSE;FALSE;3600
53;T.LAGOAS-unit5;0.0;0;FALSE;FALSE;3600
54;T.LAGOAS-unit6;0.0;0;FALSE;FALSE;3600
55;MARANHAO 3-unit1;155.0;1;FALSE;FALSE;2441
56;MARANHAO 3-unit2;155.0;1;FALSE;FALSE;2441
57;MARANHAO 3-unit3;180.0;1;FALSE;FALSE;2441
58;TERMOPERNAMB-unit1;0.0;0;FALSE;FALSE;3600
59;TERMOPERNAMB-unit2;0.0;0;FALSE;FALSE;3600
60;TERMOPERNAMB-unit3;0.0;0;FALSE;FALSE;3600
61;B FLUMINENSE-unit1;0.0;0;FALSE;FALSE;3600
62;B FLUMINENSE-unit2;0.0;0;FALSE;FALSE;3600
63;B FLUMINENSE-unit3;0.0;0;FALSE;FALSE;3600
64;MARANHAO 4-unit1;0;0;FALSE;FALSE;4535
65;MARANHAO 4-unit2;0.0;0;FALSE;FALSE;3600
66;MARANHAO 5-unit1;0;0;FALSE;FALSE;4536
67;MARANHAO 5-unit2;0.0;0;FALSE;FALSE;3600
68;FORTALEZA-unit1;0;0;FALSE;FALSE;5605
69;FORTALEZA-unit2;0;0;FALSE;FALSE;7033
70;FORTALEZA-unit3;0;0;FALSE;FALSE;4967
71;LINHARES-unit1;51.0;1;FALSE;FALSE;6145
72;LINHARES-unit2;51.0;1;FALSE;FALSE;2099
73;LINHARES-unit3;51.0;1;FALSE;FALSE;6145
74;LINHARES-unit4;34.0;1;FALSE;FALSE;2064
75;N VENECIA;0;0;FALSE;FALSE;6495
76;J.DEFORA-unit1;0;0;FALSE;FALSE;4017
77;J.DEFORA-unit2;0;0;FALSE;FALSE;5303
78;RALMEIDA(L)-unit1;0;0;FALSE;FALSE;5486
79;RALMEIDA(L)-unit2;0;0;FALSE;FALSE;7492
80;RALMEIDA(L)-unit3;0;0;FALSE;FALSE;5855
81;RALMEIDA(L)-unit4;0;0;FALSE;FALSE;8208
82;IBIRITE-gas;0;0;FALSE;FALSE;3194
83;IBIRITE-steam;0.0;0;FALSE;FALSE;3600
84;TERMOCEARA(L)-unit1;0;0;FALSE;FALSE;5544
85;TERMOCEARA(L)-unit2;0;0;FALSE;FALSE;4488
86;TERMOCEARA(L)-unit3;0;0;FALSE;FALSE;5520
87;TERMOCEARA(L)-unit4;0;0;FALSE;FALSE;5544
88;TERMOBAHIA;110.00000000000001;1;FALSE;FALSE;288
89;VALE DO ACU-unit1;110.00000000000001;1;FALSE;FALSE;312
90;VALE DO ACU-unit2;0;0;FALSE;FALSE;2021
91;URUGUAIANA-unit1;0;0;FALSE;FALSE;8540
92;URUGUAIANA-unit2;0;0;FALSE;FALSE;8540
93;URUGUAIANA-unit3;0;0;FALSE;FALSE;8540
94;M.COVAS-unit1;0;0;FALSE;FALSE;454
95;M.COVAS-unit2;0.0;0;FALSE;FALSE;3600
96;M.COVAS-unit3;0.0;0;FALSE;FALSE;3600
97;NPIRATININGA-unit1;0;0;FALSE;FALSE;11256
98;NPIRATININGA-unit2;0;0;FALSE;FALSE;11256
99;NPIRATININGA-unit3;0;0;FALSE;FALSE;11256
100;NPIRATININGA-unit4;0;0;FALSE;FALSE;10719
101;NPIRATININGA-unit5;0;0;FALSE;FALSE;10719
102;NPIRATININGA-unit6;0;0;FALSE;FALSE;7715
103;TERMOMACAE-unit1;0;0;FALSE;FALSE;5804
104;TERMOMACAE-unit2;0;0;FALSE;FALSE;8208
105;TERMOMACAE-unit3;0;0;FALSE;FALSE;3995
106;TERMOMACAE-unit4;0;0;FALSE;FALSE;8208
107;TERMOMACAE-unit5;0;0;FALSE;FALSE;8208
108;TERMOMACAE-unit6;0;0;FALSE;FALSE;8208
109;TERMOMACAE-unit7;0;0;FALSE;FALSE;8208
110;TERMOMACAE-unit8;0;0;FALSE;FALSE;8208
111;TERMOMACAE-unit9;0;0;FALSE;FALSE;8208
112;TERMOMACAE-unit10;0;0;FALSE;FALSE;8208
113;TERMOMACAE-unit11;0;0;FALSE;FALSE;8208
114;TERMOMACAE-unit12;0;0;FALSE;FALSE;5808
115;TERMOMACAE-unit13;0;0;FALSE;FALSE;8208
116;TERMOMACAE-unit14;0;0;FALSE;FALSE;5908
117;TERMOMACAE-unit15;0;0;FALSE;FALSE;8208
118;TERMOMACAE-unit16;0;0;FALSE;FALSE;8208
119;TERMOMACAE-unit17;0;0;FALSE;FALSE;8208
120;TERMOMACAE-unit18;0;0;FALSE;FALSE;8208
121;TERMOMACAE-unit19;0;0;FALSE;FALSE;5808
122;TERMOMACAE-unit20;0;0;FALSE;FALSE;8208
123;S.TIARAJU(L)-gas;0;0;FALSE;FALSE;3003
124;S.TIARAJU(L)-steam;0.0;0;FALSE;FALSE;3600
125;TNORTE 2-unit1;0;0;FALSE;FALSE;8208
126;TNORTE 2-unit2;0;0;FALSE;FALSE;8208
127;TNORTE 2-unit3;0;0;FALSE;FALSE;8208
128;TNORTE 2-unit4;0;0;FALSE;FALSE;8208
129;APAREC B1-unit1;43.0;1;FALSE;FALSE;12
130;APAREC B1-unit2;0;0;FALSE;FALSE;1369
131;APAREC B1-unit3;32.0;1;FALSE;FALSE;89
132;APAREC B1-unit4;40.0;1;FALSE;FALSE;67
133;SUZANO MA;0.0;0;FALSE;FALSE;3600
134;ANGRA 2;1220.0;1;FALSE;FALSE;575
135;ANGRA 1;640.0;1;FALSE;FALSE;4323
136;CRIST.ROCHA-unit1;17.08;1;FALSE;FALSE;216
137;CRIST.ROCHA-unit2;0;0;FALSE;FALSE;21
138;CRIST.ROCHA-unit3;17.08;1;FALSE;FALSE;24
139;CRIST.ROCHA-unit4;13.77;1;FALSE;FALSE;610
140;CRIST.ROCHA-unit5;17.08;1;FALSE;FALSE;307
141;TAMBAQUI-unit1;0;0;FALSE;FALSE;1366
142;TAMBAQUI-unit2;26.899999999999995;1;FALSE;FALSE;6664
143;TAMBAQUI-unit3;36.1;1;FALSE;FALSE;1418
144;MARACANAU-unit1;0;0;FALSE;FALSE;5853
145;MARACANAU-unit2;0;0;FALSE;FALSE;8540
146;MARACANAU-unit3;0;0;FALSE;FALSE;5853
147;MARACANAU-unit4;0;0;FALSE;FALSE;5853
148;MARACANAU-unit5;0;0;FALSE;FALSE;5853
149;MARACANAU-unit6;0;0;FALSE;FALSE;5853
150;MARACANAU-unit7;0;0;FALSE;FALSE;5853
151;MARACANAU-unit8;0;0;FALSE;FALSE;5853
152;T.NORDESTE-unit1;0;0;FALSE;FALSE;4248
153;T.NORDESTE-unit2;0;0;FALSE;FALSE;433
154;T.NORDESTE-unit3;0;0;FALSE;FALSE;432
155;T.PARAIBA-unit1;0;0;FALSE;FALSE;4241
156;T.PARAIBA-unit2;0;0;FALSE;FALSE;4807
157;T.PARAIBA-unit3;0;0;FALSE;FALSE;1089
158;GERAMAR I-unit1;0;0;FALSE;FALSE;8540
159;GERAMAR I-unit2;0;0;FALSE;FALSE;8540
160;GERAMAR I-unit3;0;0;FALSE;FALSE;8540
161;GERAMAR I-unit4;0;0;FALSE;FALSE;8540
162;GERAMAR I-unit5;0.0;0;FALSE;FALSE;3600
163;GERAMAR I-unit6;0.0;0;FALSE;FALSE;3600
164;GERAMAR I-unit7;0.0;0;FALSE;FALSE;3600
165;GERAMAR I-unit8;0.0;0;FALSE;FALSE;3600
166;GERAMAR I-unit9;0.0;0;FALSE;FALSE;3600
167;GERAMAR I-unit10;0.0;0;FALSE;FALSE;3600
168;GERAMAR I-unit11;0.0;0;FALSE;FALSE;3600
169;GERAMAR I-unit12;0.0;0;FALSE;FALSE;3600
170;GERAMAR I-unit13;0.0;0;FALSE;FALSE;3600
171;GERAMAR I-unit14;0.0;0;FALSE;FALSE;3600
172;GERAMAR I-unit15;0.0;0;FALSE;FALSE;3600
173;GERAMAR I-unit16;0.0;0;FALSE;FALSE;3600
174;GERAMAR I-unit17;0.0;0;FALSE;FALSE;3600
175;GERAMAR I-unit18;0.0;0;FALSE;FALSE;3600
176;GERAMAR I-unit19;0.0;0;FALSE;FALSE;3600
177;GERAMAR II-unit1;0;0;FALSE;FALSE;8540
178;GERAMAR II-unit2;0;0;FALSE;FALSE;8540
179;GERAMAR II-unit3;0;0;FALSE;FALSE;8540
180;GERAMAR II-unit4;0;0;FALSE;FALSE;8540
181;GERAMAR II-unit5;0.0;0;FALSE;FALSE;3600
182;GERAMAR II-unit6;0.0;0;FALSE;FALSE;3600
183;GERAMAR II-unit7;0.0;0;FALSE;FALSE;3600
184;GERAMAR II-unit8;0.0;0;FALSE;FALSE;3600
185;GERAMAR II-unit9;0.0;0;FALSE;FALSE;3600
186;GERAMAR II-unit10;0.0;0;FALSE;FALSE;3600
187;GERAMAR II-unit11;0.0;0;FALSE;FALSE;3600
188;GERAMAR II-unit12;0.0;0;FALSE;FALSE;3600
189;GERAMAR II-unit13;0.0;0;FALSE;FALSE;3600
190;GERAMAR II-unit14;0.0;0;FALSE;FALSE;3600
191;GERAMAR II-unit15;0.0;0;FALSE;FALSE;3600
192;GERAMAR II-unit16;0.0;0;FALSE;FALSE;3600
193;GERAMAR II-unit17;0.0;0;FALSE;FALSE;3600
194;GERAMAR II-unit18;0.0;0;FALSE;FALSE;3600
195;GERAMAR II-unit19;0.0;0;FALSE;FALSE;3600
196;UTE VIANA-unit1;0;0;FALSE;FALSE;6424
197;UTE VIANA-unit2;0;0;FALSE;FALSE;6400
198;UTE VIANA-unit3;0;0;FALSE;FALSE;6400
199;UTE VIANA-unit4;0;0;FALSE;FALSE;6400
200;CAMPINA GRAN-unit1;0;0;FALSE;FALSE;5853
201;CAMPINA GRAN-unit2;0;0;FALSE;FALSE;5853
202;CAMPINA GRAN-unit3;0;0;FALSE;FALSE;5853
203;CAMPINA GRAN-unit4;0;0;FALSE;FALSE;5853
204;SUAPE 2-unit1;0;0;FALSE;FALSE;8540
205;SUAPE 2-unit2;0;0;FALSE;FALSE;8540
206;SUAPE 2-unit3;0;0;FALSE;FALSE;8540
207;SUAPE 2-unit4;0;0;FALSE;FALSE;8540
208;SUAPE 2-unit5;0;0;FALSE;FALSE;8540
209;SUAPE 2-unit6;0;0;FALSE;FALSE;8540
210;SUAPE 2-unit7;0;0;FALSE;FALSE;8540
211;SUAPE 2-unit8;0;0;FALSE;FALSE;8540
212;SUAPE 2-unit9;0;0;FALSE;FALSE;8540
213;SUAPE 2-unit10;0;0;FALSE;FALSE;8540
214;SUAPE 2-unit11;0;0;FALSE;FALSE;8540
215;SUAPE 2-unit12;0;0;FALSE;FALSE;8540
216;SUAPE 2-unit13;0;0;FALSE;FALSE;8540
217;SUAPE 2-unit14;0;0;FALSE;FALSE;8540
218;SUAPE 2-unit15;0;0;FALSE;FALSE;8540
219;SUAPE 2-unit16;0;0;FALSE;FALSE;8540
220;SUAPE 2-unit17;0;0;FALSE;FALSE;8540
221;GLOBAL I-unit1;0;0;FALSE;FALSE;4632
222;GLOBAL I-unit2;0;0;FALSE;FALSE;4632
223;GLOBAL I-unit3;0;0;FALSE;FALSE;4632
224;GLOBAL I-unit4;0;0;FALSE;FALSE;4632
225;GLOBAL II-unit1;0;0;FALSE;FALSE;8540
226;GLOBAL II-unit2;0;0;FALSE;FALSE;4632
227;GLOBAL II-unit3;0;0;FALSE;FALSE;5972
228;GLOBAL II-unit4;0;0;FALSE;FALSE;4632
229;IGARAPE;0;0;FALSE;FALSE;7369
230;CAMACARI MI-unit1;0;0;FALSE;FALSE;7761
231;CAMACARI MI-unit2;0;0;FALSE;FALSE;8208
232;CAMACARI MI-unit3;0;0;FALSE;FALSE;7738
233;CAMACARI MI-unit4;0;0;FALSE;FALSE;7739
234;MAUA 3-unit1;189.6;1;FALSE;FALSE;48
235;MAUA 3-unit2;100.0;1;FALSE;FALSE;48
236;MAUA 3-unit3;0.0;0;FALSE;FALSE;3600
237;PERNAMBUCO3-unit1;0;0;FALSE;FALSE;4489
238;PERNAMBUCO3-unit2;0;0;FALSE;FALSE;5854
239;PERNAMBUCO3-unit3;0;0;FALSE;FALSE;4488
240;PERNAMBUCO3-unit4;0;0;FALSE;FALSE;4489
241;PALMEIRAS-unit1;0;0;FALSE;FALSE;4062
242;PALMEIRAS-unit2;0;0;FALSE;FALSE;8540
243;GOIANIA 2-unit1;0;0;FALSE;FALSE;8540
244;GOIANIA 2-unit2;0;0;FALSE;FALSE;8540
245;PETROLINA(L)-unit1;0;0;FALSE;FALSE;8208
246;PETROLINA(L)-unit2;0;0;FALSE;FALSE;8208
247;PETROLINA(L)-unit3;0;0;FALSE;FALSE;8208
248;PETROLINA(L)-unit4;0;0;FALSE;FALSE;8208
249;PETROLINA(L)-unit5;0;0;FALSE;FALSE;8208
250;PETROLINA(L)-unit6;0;0;FALSE;FALSE;8208
251;PETROLINA(L)-unit7;0;0;FALSE;FALSE;8208
252;PETROLINA(L)-unit8;0;0;FALSE;FALSE;8208
253;P.FERRO-unit1;0;0;FALSE;FALSE;5854
254;P.FERRO-unit2;0;0;FALSE;FALSE;5854
255;P.FERRO-unit3;0;0;FALSE;FALSE;5854
256;P.FERRO-unit4;0;0;FALSE;FALSE;5854
257;P.FERRO-unit5;0;0;FALSE;FALSE;5854
258;P.FERRO-unit6;0;0;FALSE;FALSE;5854
259;P.FERRO-unit7;0;0;FALSE;FALSE;5854
260;T.MANAUS-unit1;0;0;FALSE;FALSE;5854
261;T.MANAUS-unit2;0;0;FALSE;FALSE;5854
262;T.MANAUS-unit3;0;0;FALSE;FALSE;5854
263;T.MANAUS-unit4;0;0;FALSE;FALSE;5854
264;T.MANAUS-unit5;0;0;FALSE;FALSE;5854
265;T.MANAUS-unit6;0;0;FALSE;FALSE;5854
266;T.MANAUS-unit7;0;0;FALSE;FALSE;5854
267;T.MANAUS-unit8;0;0;FALSE;FALSE;5854
268;T.MANAUS-unit9;0;0;FALSE;FALSE;5854
269;T.MANAUS-unit10;0;0;FALSE;FALSE;5854
270;T.MANAUS-unit11;0;0;FALSE;FALSE;5854
271;T.MANAUS-unit12;0;0;FALSE;FALSE;5854
272;ATLANTICO-unit1;121.66666666666666;1;FALSE;FALSE;1968
273;ATLANTICO-unit2;121.66666666666666;1;FALSE;FALSE;1968
274;ATLANTICO 2;121.66666666666666;1;FALSE;FALSE;1968
275;S.CRUZ 34-unit1;0;0;FALSE;FALSE;8540
276;S.CRUZ 34-unit2;0;0;FALSE;FALSE;8540
277;S.CRUZ NV-unit1;0;0;FALSE;FALSE;1802
278;S.CRUZ NV-unit2;0;0;FALSE;FALSE;2225
279;PIRATININGA 12-unit1;0;0;FALSE;FALSE;8540
280;PIRATININGA 12-unit2;0;0;FALSE;FALSE;8540
281;CAMPOS-unit1;0;0;FALSE;FALSE;8540
282;CAMPOS-unit2;0;0;FALSE;FALSE;8540
283;DAIA-unit1;0;0;FALSE;FALSE;8540
284;DAIA-unit2;0;0;FALSE;FALSE;8540
285;DAIA-unit3;0;0;FALSE;FALSE;8540
286;STA VITORIA;14.000000000000002;1;FALSE;FALSE;2952
287;XAVANTES-unit1;0;0;FALSE;FALSE;8210
288;XAVANTES-unit2;0;0;FALSE;FALSE;8210
289;ALTOS;0;0;FALSE;FALSE;8540
290;ARACATI;0;0;FALSE;FALSE;8540
291;BAHIA-unit1;0;0;FALSE;FALSE;4632
292;BAHIA-unit2;0;0;FALSE;FALSE;4632
293;BAHIA-unit3;0;0;FALSE;FALSE;4632
294;BATURITE;0;0;FALSE;FALSE;8540
295;IGUATU;0;0;FALSE;FALSE;8540
296;JUAZEIRO N;0;0;FALSE;FALSE;8540
297;MARAMBAIA;0;0;FALSE;FALSE;8540
298;MURICY-unit1;0;0;FALSE;FALSE;5972
299;MURICY-unit2;0;0;FALSE;FALSE;8208
300;MURICY-unit3;0;0;FALSE;FALSE;5972
301;MURICY-unit4;0;0;FALSE;FALSE;8208
302;MURICY-unit5;0;0;FALSE;FALSE;5972
303;MURICY-unit6;0;0;FALSE;FALSE;5972
304;MURICY-unit7;0;0;FALSE;FALSE;5972
305;MURICY-unit8;0;0;FALSE;FALSE;8208
306;NAZARIA;0;0;FALSE;FALSE;8540
307;PSERGIPE I-gas1;0;0;FALSE;FALSE;2472
308;PSERGIPE I-gas2;0;0;FALSE;FALSE;2703
309;PSERGIPE I-gas3;0;0;FALSE;FALSE;4176
310;PSERGIPE I-steam;0;0;FALSE;FALSE;2726
311;POTIGUAR-unit1;0;0;FALSE;FALSE;5854
312;POTIGUAR-unit2;0;0;FALSE;FALSE;5854
313;POTIGUAR-unit3;0;0;FALSE;FALSE;5854
314;POTIGUAR-unit4;0;0;FALSE;FALSE;5854
315;POTIGUAR_3-unit1;0;0;FALSE;FALSE;5854
316;POTIGUAR_3-unit2;0;0;FALSE;FALSE;5854
317;POTIGUAR_3-unit3;0;0;FALSE;FALSE;5854
318;POTIGUAR_3-unit4;0;0;FALSE;FALSE;5854
319;POTIGUAR_3-unit5;0;0;FALSE;FALSE;5854
320;POTIGUAR_3-unit6;0;0;FALSE;FALSE;5974
321;PROSPERIDA-unit1;0;0;FALSE;FALSE;6
322;PROSPERIDA-unit2;0;0;FALSE;FALSE;745
323;PROSPERIDA-unit3;0;0;FALSE;FALSE;734
324;SYKUE I;0;0;FALSE;FALSE;768
325;TERMOCABO-unit1;0;0;FALSE;FALSE;5972
326;TERMOCABO-unit2;0;0;FALSE;FALSE;5972
327;TERMOCABO-unit3;0;0;FALSE;FALSE;5972
328;PARNAIB_IV;0;0;FALSE;FALSE;5111
</Thermal plants>
</END>
