<BEGIN>;
<Hydro plants>;
ID;Name;Minimum reservoir volume (hm3);Maximum reservoir volume (hm3);Name of downriver reservoir;Water travelling time (h);Run-of-river plant? TRUE or FALSE;Minimum forebay level (m);Maximum forebay level (m);Maximum spillage (m3/s);Basin;Influence of spillage on the HPF? Yes or No;Maximum spillage - HPF;Downriver plant of bypass discharge;Maximum bypass discharge (m3/s);Water travel time in the bypass process (h);Downriver reservoir of pump units;Upriver reservoir of pump units;Water travel time in pumping (h);Comments
</Hydro plants>;
<Thermal plants>;
ID;Name;Minimum power output (MW);Maximum power output (MW);Unitary linear cost ($/MW);Ramp-up limit (MW/h);Ramp-down limit (MW/h);Minimum up-time (h);Minimum down-time (h);Bus id;Constant cost ($);Start-up cost ($);Shut-down cost ($);Comments
132;g132;10.0;48.57142857142856;64.60675531060646;34.0;34.0;1;1;1885;0;9.251999999999999;0;
133;g133;446.8165943107232;987.9265325204603;974.3940927977716;691.55;691.55;4;4;1686;0;6710.863;0;
134;g134;442.82778425624184;983.4543401442749;971.8676089477701;688.42;688.42;2;2;1687;0;5775.124;0;
135;g135;463.59646170616054;993.9459784413075;1000.91410108383;695.76;695.76;1;1;1688;0;7435.759;0;
136;g136;456.4138391721706;912.8145332204388;1027.6561880415602;638.97;638.97;1;1;1689;0;5153.312;0;
137;g137;16.756546477943196;54.61937097293896;76.39551830583885;38.23;38.23;1;1;1888;0;75.279;0;
138;g138;243.96684476865107;451.0;847.0101331849331;315.7;315.7;1;1;1690;0;6633.441000000001;0;
139;g139;21.0;60.09965277397804;227.4298699080172;42.07;42.07;4;4;1691;0;70.826;0;
140;g140;274.1700760285667;432.1000445624661;976.9412705444696;302.47;302.47;4;4;1692;0;4830.912;0;
141;g141;90.15496598290545;167.48188005113315;397.7733734398349;117.24;117.24;1;1;1693;0;1038.364;0;
142;g142;89.68662743688562;168.30916479393255;361.1948959401044;117.82;117.82;4;4;1694;0;2032.687;0;
143;g143;68.95918903503292;246.29527633157105;249.3952342600778;172.41;172.41;4;4;1695;0;1707.848;0;
144;g144;67.27701308981958;236.42268570861114;254.03143126776095;165.5;165.5;2;2;1696;0;1555.1200000000001;0;
145;g145;362.63995172662874;903.2911513565216;791.1087310830166;632.3;632.3;4;4;1697;0;3778.835;0;
146;g146;358.38822694945605;908.267312321269;806.1572310966478;635.79;635.79;4;4;1698;0;4328.59;0;
147;g147;304.5405751236637;926.6099814184483;805.7577053146241;648.63;648.63;2;2;1699;0;4318.283;0;
148;g148;369.972902266044;941.4528999193183;880.6019384146606;659.02;659.02;4;4;1700;0;5368.593;0;
149;g149;13.081491752329693;24.37762621408313;71.78640813900111;17.06;17.06;4;4;1701;0;430.091;0;
150;g150;7.98;34.13633226091741;43.97267125423839;23.9;23.9;1;1;1702;0;93.413;0;
151;g151;7.98;35.159368911447956;43.4954429519433;24.61;24.61;4;4;1703;0;188.552;0;
152;g152;7.98;34.84518603891445;44.38594861927494;24.39;24.39;2;2;1889;0;127.174;0;
153;g153;366.529619085176;1372.235233438485;894.1404389722835;960.56;960.56;4;4;1704;0;11447.362;0;
154;g154;367.8300111444575;1371.8546308845491;880.1389180120117;960.3;960.3;1;1;1705;0;10054.931;0;
155;g155;7.472010370925549;23.579363582318326;193.49505713588565;16.51;16.51;4;4;1890;0;442.312;0;
156;g156;7.455112119348222;23.543060858542066;175.56239465234927;16.48;16.48;4;4;1891;0;419.456;0;
157;g157;7.16453985318342;23.604640699285433;245.49466452296798;16.52;16.52;4;4;1892;0;417.12700000000007;0;
158;g158;8.43922961952486;23.376869011795538;307.2957927444301;16.36;16.36;2;2;1706;0;436.46099999999996;0;
159;g159;8.601753721426938;22.908796596640446;235.8895832333338;16.04;16.04;2;2;1707;0;402.427;0;
160;g160;8.510806329302735;23.97045968198863;372.5471721284023;16.78;16.78;1;1;2026;0;452.429;0;
161;g161;7.21672441457623;23.53651041446012;341.0929284322876;16.48;16.48;2;2;1898;0;363.0;0;
162;g162;5.292015790590032;23.910595518721156;272.0067046389505;16.74;16.74;4;4;1708;0;379.717;0;
163;g163;6.278511079265676;23.23118301326329;230.25030692277284;16.26;16.26;2;2;1709;0;443.654;0;
164;g164;13.814664206739497;27.14788858678218;157.05144917784133;19.0;19.0;1;1;1710;0;373.70300000000003;0;
165;g165;11.737252379884826;23.925272554171386;65.94062156491263;16.75;16.75;2;2;1711;0;467.395;0;
166;g166;302.10719040929047;1301.4749077682004;765.0407592820455;911.03;911.03;1;1;1712;0;10084.903999999999;0;
167;g167;296.8524195867692;1303.8030167962168;802.2281638117477;912.66;912.66;4;4;1713;0;10191.278;0;
168;g168;148.28839552335216;457.97583221724915;285.03526143687986;320.58;320.58;4;4;1714;0;875.557;0;
169;g169;389.1206517240222;933.7974527678372;831.223839666391;653.66;653.66;1;1;1715;0;3611.66;0;
170;g170;385.0138433265788;930.3451995280573;977.4862305895685;651.24;651.24;4;4;1716;0;5633.411;0;
171;g171;279.02117004570954;935.691991161855;773.0827341782767;654.98;654.98;2;2;1717;0;5437.634;0;
172;g172;352.7892905539007;931.6392449229385;812.2905928323803;652.15;652.15;4;4;1718;0;4650.489;0;
173;g173;347.19415466003784;944.989346882669;835.5076063773415;661.49;661.49;4;4;1719;0;5522.733;0;
174;g174;313.9141027857133;929.5538110551416;754.5541798757279;650.69;650.69;1;1;1720;0;3859.8730000000005;0;
175;g175;158.46812148614222;228.21793594209788;665.6699846228005;159.75;159.75;4;4;1721;0;2003.569;0;
176;g176;40.81003775791779;166.7186833544455;174.97109080231021;116.7;116.7;2;2;1906;0;770.001;0;
177;g177;46.12008364667983;168.28545407983506;241.2846978088428;117.8;117.8;4;4;1907;0;781.353;0;
178;g178;48.32362766729618;165.1713037276211;208.6528161871453;115.62;115.62;2;2;1908;0;694.267;0;
179;g179;45.51572195683133;165.82823403768626;159.3158543770049;116.08;116.08;4;4;1909;0;753.029;0;
180;g180;51.149760727027214;166.00118195370808;220.65167701098216;116.2;116.2;1;1;1910;0;716.368;0;
181;g181;41.10800228347529;168.0382378367128;229.84719506455207;117.63;117.63;1;1;1911;0;848.9209999999999;0;
182;g182;45.397034905832484;168.0032488449866;161.49157720499548;117.6;117.6;2;2;1912;0;610.6479999999999;0;
183;g183;50.0665914733998;166.39463777796314;189.8058784609801;116.48;116.48;4;4;1913;0;620.191;0;
184;g184;218.89976593041777;456.6030327437171;639.093454589585;319.62;319.62;4;4;1722;0;6014.045;0;
185;g185;152.6215386270108;258.1740218332611;454.0893793167318;180.72;180.72;4;4;1723;0;6835.06;0;
186;g186;251.86991416288285;585.0;757.605757254894;409.5;409.5;1;1;1724;0;7353.267;0;
187;g187;261.931151887552;585.0;833.5072041312426;409.5;409.5;1;1;1725;0;7071.966;0;
188;g188;6.402276753143642;19.49297021596324;88.3452395934028;13.65;13.65;1;1;1919;0;375.711;0;
189;g189;7.83147903043446;23.548346228084988;257.511104836179;16.48;16.48;1;1;1920;0;447.032;0;
190;g190;6.289911044224162;23.95363640344093;134.58162732411165;16.77;16.77;1;1;1921;0;496.537;0;
191;g191;7.0612031149617405;23.69297358842631;231.32718913375302;16.59;16.59;4;4;1922;0;401.495;0;
192;g192;8.253164746174228;23.321043906998877;218.95914738466394;16.32;16.32;4;4;1923;0;451.63800000000003;0;
193;g193;6.072632239902012;23.16683430449581;190.16648442414257;16.22;16.22;1;1;1924;0;457.154;0;
194;g194;9.308521763237279;24.609556584524157;213.20470876296721;17.23;17.23;1;1;1726;0;277.15;0;
195;g195;12.788728666751892;33.35433927554473;151.59130279899946;23.35;23.35;4;4;1727;0;485.759;0;
196;g196;9.080082958069553;19.736698597988912;252.92631267914516;13.82;13.82;2;2;1728;0;274.59499999999997;0;
197;g197;8.702616466058021;23.461156241942675;228.69974524726246;16.42;16.42;2;2;1928;0;190.91199999999998;0;
198;g198;148.0978430107103;224.18603907281891;642.9316431145799;156.93;156.93;4;4;1729;0;1346.432;0;
199;g199;22.844080777024914;69.43503734437482;383.7665987580193;48.6;48.6;2;2;1931;0;1103.736;0;
200;g200;16.404047333858188;66.62261083354552;371.31326396394127;46.64;46.64;4;4;1932;0;311.683;0;
201;g201;23.302691740195645;76.22617965248728;299.3059892427743;53.36;53.36;2;2;1934;0;1081.702;0;
202;g202;13.407197067370477;24.74976248182279;216.53554164189435;17.32;17.32;4;4;1935;0;266.385;0;
203;g203;13.110491744024568;25.781611425184217;0.0;18.05;18.05;1;1;1936;0;343.067;0;
204;g204;11.558111979224803;25.667139132177986;234.67559578231348;17.97;17.97;1;1;1937;0;346.308;0;
205;g205;10.0;48.571428571428584;64.58565613848835;34.0;34.0;1;1;1938;0;9.251999999999999;0;
206;g206;166.25025255049826;245.53999599438063;551.9832123228719;171.88;171.88;1;1;1730;0;5819.088;0;
207;g207;170.92088747185483;244.30766988340355;563.4788659091889;171.02;171.02;1;1;1731;0;4561.739;0;
208;g208;5.385224000996519;18.463144861002373;218.37507384344698;12.92;12.92;1;1;1944;0;311.636;0;
209;g209;217.57599997844522;413.74173563859995;908.2317482523098;289.62;289.62;1;1;1732;0;4563.311;0;
210;g210;36.17395512739542;176.84437599481188;118.86447641852241;123.79;123.79;1;1;1733;0;924.425;0;
211;g211;25.0900693985099;171.52081944914053;116.42295711526545;120.06;120.06;4;4;1734;0;1249.224;0;
212;g212;65.27203517343837;225.5170806011742;265.11173948478967;157.86;157.86;1;1;1950;0;1693.7189999999998;0;
213;g213;64.41638315914183;226.13068305738724;248.82421410613233;158.29;158.29;4;4;1951;0;1505.251;0;
214;g214;63.6203942019675;225.7067826119177;252.02835555346246;157.99;157.99;2;2;1952;0;1589.868;0;
215;g215;46.90886621752511;225.32808470407628;140.5626962747816;157.73;157.73;2;2;1953;0;1313.451;0;
216;g216;309.90000473172006;929.897016663787;758.0669753410187;650.93;650.93;1;1;1735;0;4364.717;0;
217;g217;423.95443681544094;946.5075243767716;910.9627659579774;662.56;662.56;1;1;1736;0;4217.1900000000005;0;
218;g218;9.719844004419658;27.215363788658806;113.8820422673894;19.05;19.05;1;1;1737;0;363.732;0;
219;g219;8.751038356258189;22.250150019914138;106.71710922364787;15.58;15.58;2;2;1738;0;210.5;0;
220;g220;14.197224628799162;27.98939970777591;278.1128094102902;19.59;19.59;1;1;1739;0;326.073;0;
221;g221;175.6372637985934;310.5005807747552;731.5928187314092;217.35;217.35;1;1;1740;0;5031.932;0;
222;g222;179.52249137105304;298.5393409327133;556.2606007881662;208.98;208.98;1;1;1741;0;4221.4980000000005;0;
223;g223;322.49996932247893;1350.1951309300064;759.3495083036989;945.14;945.14;4;4;1742;0;10244.829;0;
224;g224;12.2;59.0983740127533;58.68708552961681;41.37;41.37;1;1;1958;0;45.559;0;
225;g225;12.2;59.84562456573991;107.98792491128802;41.89;41.89;4;4;1959;0;101.342;0;
226;g226;10.492548617792671;25.00929135092851;308.4419057435958;17.51;17.51;4;4;1743;0;151.70499999999998;0;
227;g227;366.1997482347488;1373.5066520866508;970.2559193157628;961.45;961.45;1;1;1744;0;12337.147;0;
228;g228;388.04227034132566;1368.8656769732702;904.1313683721335;958.21;958.21;4;4;1745;0;8782.756;0;
229;g229;379.6869855451613;1367.4902146306222;926.3267793382513;957.24;957.24;2;2;1746;0;11175.97;0;
230;g230;360.7948666050932;1284.9725698964567;925.5652669049643;899.48;899.48;4;4;1961;0;10934.913;0;
231;g231;0;49.48496181879147;0.0;34.64;34.64;0;0;1747;0;52.633;0;
232;g232;356.79295427591455;1374.106826941646;915.3807780342544;961.87;961.87;1;1;1748;0;9623.92;0;
233;g233;380.2724731291746;1364.3421798669401;983.7781863139564;955.04;955.04;1;1;1749;0;11223.903999999999;0;
234;g234;223.63098810629378;584.6826662117596;719.0093460334871;409.28;409.28;4;4;1750;0;3041.782;0;
235;g235;186.73721019167985;584.6641323733369;703.684193418415;409.26;409.26;4;4;1751;0;3798.7760000000003;0;
236;g236;196.15391871662735;597.7497834454482;753.9191957579467;418.42;418.42;1;1;1752;0;5064.868;0;
237;g237;199.98383229114413;584.7359114216536;726.4565888689231;409.32;409.32;4;4;1753;0;4308.749;0;
238;g238;10.890589180235304;28.5036057672119;296.0437383276121;19.95;19.95;4;4;2058;0;220.23899999999998;0;
239;g239;108.71690957637213;241.76010223230458;359.39589340096666;169.23;169.23;4;4;1754;0;2402.308;0;
240;g240;295.7968904446441;605.0;855.307251043374;423.5;423.5;2;2;1755;0;5836.313;0;
241;g241;13.760088996234197;54.97320264967581;67.05070377021696;38.48;38.48;2;2;1756;0;77.112;0;
242;g242;237.98288207778083;435.69549595555384;828.8283711193508;304.99;304.99;4;4;1757;0;7401.057000000001;0;
243;g243;30.200342538058916;74.28781071635825;431.6945531307416;52.0;52.0;4;4;1758;0;1062.261;0;
244;g244;27.41392640388149;75.54523882826882;274.894267841598;52.88;52.88;4;4;1759;0;1528.008;0;
245;g245;22.430183708091008;78.06622981531467;254.8737158431324;54.65;54.65;1;1;1760;0;1066.2450000000001;0;
246;g246;15.591040533654995;27.236904541551617;53.88004861467793;19.07;19.07;1;1;1970;0;394.004;0;
247;g247;10.725582441743814;24.05494604026925;224.47762328799428;16.84;16.84;1;1;1971;0;295.913;0;
248;g248;10.907577481032302;24.18062209959872;135.7978861284493;16.93;16.93;2;2;1972;0;390.842;0;
