<BEGIN>;
<Hydro plants>;
ID;Name;Minimum reservoir volume (hm3);Maximum reservoir volume (hm3);Name of downriver reservoir;Water travelling time (h);Run-of-river plant? TRUE or FALSE;Minimum forebay level (m);Maximum forebay level (m);Maximum spillage (m3/s);Basin;Influence of spillage on the HPF? Yes or No;Maximum spillage - HPF;Downriver plant of bypass discharge;Maximum bypass discharge (m3/s);Water travel time in the bypass process (h);Downriver reservoir of pump units;Upriver reservoir of pump units;Water travel time in pumping (h);Comments
</Hydro plants>;
<Thermal plants>;
ID;Name;Minimum power output (MW);Maximum power output (MW);Unitary linear cost ($/MW);Ramp-up limit (MW/h);Ramp-down limit (MW/h);Minimum up-time (h);Minimum down-time (h);Bus id;Constant cost ($);Start-up cost ($);Shut-down cost ($);Comments
15;g15;0;15.869904868045026;705.3414618607119;11.11;11.11;0;0;47;0;0.0;0;
16;g16;3.434387082246162;22.70728123827664;581.8632576333846;15.9;15.9;1;1;48;0;0.0;0;
17;g17;2.697955065730203;23.6939398044779;642.8067877985347;16.59;16.59;1;1;48;0;0.0;0;
18;g18;2.051106403856855;12.976014742831339;1012.0373521670313;9.08;9.08;2;2;57;0;0.0;0;
19;g19;3.446995288648527;23.76282230296813;1467.5331255914061;16.63;16.63;1;1;64;0;0.0;0;
20;g20;4.501301316751297;20.377001647683674;0.0;14.26;14.26;4;4;64;0;0.0;0;
21;g21;2.032082775883691;27.356740451589594;286.565643548307;19.15;19.15;1;1;69;0;0.0;0;
22;g22;4.488098855258357;22.715247876245776;953.9102026149653;15.9;15.9;1;1;70;0;0.0;0;
23;g23;0;6.144830943117825;0.0;4.3;4.3;0;0;85;0;0.0;0;
24;g24;0;9.2;0.0;6.44;6.44;0;0;86;0;0.0;0;
25;g25;0;44.35714285714286;412.6999999999995;31.05;31.05;0;0;102;0;0.0;0;
26;g26;0;11.72534202831119;222.73868690973222;8.21;8.21;0;0;122;0;0;0;
27;g27;0;8.350896900416465;0.0;5.85;5.85;0;0;124;0;0.0;0;
28;g28;1.6586567850136917;25.786422392936657;0.0;18.05;18.05;4;4;125;0;0.0;0;
29;g29;1.170000144222548;11.992307982789583;603.8110914626079;8.39;8.39;2;2;125;0;0.0;0;
30;g30;0;16.78150524058798;56.14822490073516;11.75;11.75;0;0;132;0;0.0;0;
31;g31;0;3.809979901181392;0.0;2.67;2.67;0;0;132;0;0.0;0;
32;g32;1.6370995524907184;13.859962674585232;851.9438664110332;9.7;9.7;1;1;132;0;0.0;0;
33;g33;0;13.996910202186019;659.1690642509599;9.8;9.8;0;0;132;0;0.0;0;
34;g34;3.6361543947697013;17.835074940753252;568.5381346399704;12.48;12.48;2;2;137;0;0.0;0;
35;g35;4.808841158440871;17.998048115038582;350.5646255586403;12.6;12.6;1;1;137;0;0.0;0;
36;g36;0;5.017241944887077;0.0;3.51;3.51;0;0;155;0;0.0;0;
37;g37;3.1073042099871153;17.834814423140067;1214.4558727774486;12.48;12.48;2;2;158;0;0.0;0;
38;g38;0;17.62460512496077;358.23608358022693;12.34;12.34;0;0;158;0;0;0;
39;g39;2.435684873017971;25.038925800792025;64.4372024086465;17.53;17.53;1;1;176;0;0.0;0;
40;g40;0;10.579461884545157;159.85314628528474;7.41;7.41;0;0;187;0;0;0;
41;g41;0;10.617871818121207;30.028144600200463;7.43;7.43;0;0;187;0;0.0;0;
42;g42;5.956734401777933;29.52665809107764;1283.3147731466456;20.67;20.67;2;2;190;0;0.0;0;
43;g43;2.9648484831483692;23.26065597470293;1218.9984599619545;16.28;16.28;4;4;192;0;0.0;0;
44;g44;2.1319776172395963;14.839560933974782;1275.7336567410011;10.39;10.39;4;4;194;0;0.0;0;
45;g45;1.5563284058256361;14.865367055321807;625.0265552442636;10.41;10.41;1;1;194;0;0.0;0;
46;g46;2.0522304576509307;11.905678436553892;985.1183230819271;8.33;8.33;4;4;217;0;0.0;0;
47;g47;0;5.696123053330588;0.0;3.99;3.99;0;0;224;0;0;0;
48;g48;0;6.51081508853791;0.0;4.56;4.56;0;0;227;0;0.0;0;
49;g49;4.449777306227197;29.991855089404037;809.7515490641679;20.99;20.99;2;2;236;0;0.0;0;
50;g50;1.0411988063605033;23.978231010857964;0.0;16.78;16.78;2;2;236;0;0.0;0;
51;g51;0;7.020479014553842;0.0;4.91;4.91;0;0;238;0;0;0;
52;g52;2.5632877497522957;31.44765952404503;0.0;22.01;22.01;4;4;238;0;0.0;0;
53;g53;0;0.0;165.89871733044356;0.03;0.03;0;0;246;0;0.0;0;
54;g54;3.608918527761683;27.288763928587;0.0;19.1;19.1;2;2;246;0;0.0;0;
55;g55;8.432460842816758;25.748426356953075;0.0;18.02;18.02;2;2;246;0;0.0;0;
56;g56;7.814605946989343;25.081394751824014;0.0;17.56;17.56;4;4;246;0;0.0;0;
57;g57;2.3216760914090937;25.8026457824;43.98585490255073;18.06;18.06;2;2;256;0;0.0;0;
58;g58;3.5351605214847486;25.944068235199175;0.0;18.16;18.16;4;4;256;0;0.0;0;
59;g59;4.613394744442715;25.6137289942819;954.1989631696702;17.93;17.93;2;2;258;0;0.0;0;
60;g60;0;7.703262147252648;0.0;5.39;5.39;0;0;261;0;0;0;
61;g61;2.1667003047083755;12.587480797693084;1218.6365869981737;8.81;8.81;2;2;269;0;0.0;0;
62;g62;2.5492389707698715;11.342682308779631;956.4596145034551;7.94;7.94;2;2;282;0;0.0;0;
63;g63;0;24.979800277021543;106.75190163864954;17.49;17.49;0;0;295;0;0.0;0;
64;g64;2.3663484126313454;11.981473530993496;915.332044413542;8.39;8.39;4;4;296;0;0.0;0;
65;g65;2.3510563483379068;14.898749770854817;1277.257571898929;10.43;10.43;4;4;305;0;0.0;0;
66;g66;8.846270900026477;25.309605547706425;1029.765746419151;17.72;17.72;4;4;312;0;0.0;0;
67;g67;0;48.12025272713283;0.0;33.68;33.68;0;0;312;0;0;0;
70;g70;0;10.38600288754582;277.7786471568884;7.27;7.27;0;0;319;0;0.0;0;
71;g71;0;10.898462011103815;196.25923421432262;7.63;7.63;0;0;325;0;0.0;0;
72;g72;2.171123517807419;24.621404003275284;423.49152291094174;17.23;17.23;2;2;332;0;0.0;0;
73;g73;4.3161616361143125;24.885314880633295;148.5796184595372;17.42;17.42;2;2;333;0;0.0;0;
74;g74;1.9495268863845092;12.663576999179293;1460.6714111762753;8.86;8.86;4;4;336;0;0.0;0;
75;g75;3.811254521452332;20.854548367744457;259.77550660179304;14.6;14.6;2;2;338;0;0.0;0;
76;g76;0;1.3888156307969115;0.0;0.97;0.97;0;0;338;0;0;0;
77;g77;0;1.7012521090765242;0.0;1.19;1.19;0;0;345;0;0.0;0;
78;g78;4.1473873611819725;19.312722216880957;402.1771207067595;13.52;13.52;4;4;345;0;0.0;0;
79;g79;5.555715340722542;21.552662020731024;464.5408095214384;15.09;15.09;1;1;348;0;0.0;0;
80;g80;3.6038131214819193;11.648936333992399;1816.0274681505616;8.15;8.15;1;1;357;0;0.0;0;
81;g81;0;11.816016108787611;262.04023838446244;8.27;8.27;0;0;357;0;0.0;0;
82;g82;0;123.86736624766169;661.5443685308835;86.71;86.71;0;0;364;0;0;0;
83;g83;0;2.3748888260073704;3.200142277444108;1.66;1.66;0;0;391;0;0.0;0;
84;g84;1.5635399321518444;17.746934424835217;0.0;12.42;12.42;1;1;409;0;0.0;0;
85;g85;0;9.48174347423696;0.0;6.64;6.64;0;0;411;0;0;0;
86;g86;0;11.245363147260338;314.5166669750927;7.87;7.87;0;0;411;0;0.0;0;
87;g87;1.0395472829749273;11.811183608738592;111.86365664996231;8.27;8.27;2;2;431;0;0.0;0;
88;g88;4.755609866013613;24.966966941676493;446.59664375890134;17.48;17.48;4;4;440;0;0.0;0;
89;g89;1.56672274922435;24.7513991451345;640.8408595829596;17.33;17.33;2;2;447;0;0.0;0;
90;g90;0;1.6008186477294288;0.0;1.12;1.12;0;0;462;0;0.0;0;
91;g91;0;15.835277155837018;229.36536043465208;11.08;11.08;0;0;462;0;0.0;0;
92;g92;4.549212877158002;25.94849928026525;762.5643521779318;18.16;18.16;4;4;464;0;0.0;0;
93;g93;3.7687810065611704;26.023226349586462;220.34461022947335;18.22;18.22;4;4;464;0;0.0;0;
94;g94;1.0;46.32142857142857;436.00544287961355;32.42;32.42;1;1;466;0;0.0;0;
95;g95;0;9.51628006831831;0.0;6.66;6.66;0;0;470;0;0.0;0;
96;g96;0;8.744142842569815;0.0;6.12;6.12;0;0;470;0;0.0;0;
97;g97;4.188790567716049;25.98663014965074;136.34657879013457;18.19;18.19;1;1;479;0;0.0;0;
98;g98;3.029951393336372;26.130984089982828;0.0;18.29;18.29;2;2;479;0;0.0;0;
99;g99;7.4028229858455195;25.533523518391807;282.56094072059113;17.87;17.87;4;4;479;0;0.0;0;
100;g100;2.3015529452247123;23.339037068329368;1152.123525377001;16.34;16.34;4;4;491;0;0.0;0;
101;g101;0;3.886434748869866;0.0;2.72;2.72;0;0;508;0;0.0;0;
102;g102;0;9.694013024949983;0.0;6.79;6.79;0;0;519;0;0.0;0;
103;g103;2.544817403516153;11.873993286497917;1133.8425037413608;8.31;8.31;4;4;520;0;0.0;0;
104;g104;0;7.562677743491578;0.0;5.29;5.29;0;0;530;0;0.0;0;
105;g105;0;7.73039601234144;0.0;5.41;5.41;0;0;530;0;0.0;0;
106;g106;0;7.2219837526976125;0.0;5.06;5.06;0;0;530;0;0.0;0;
107;g107;2.031399175107431;11.85343785633213;908.7843290009943;8.3;8.3;1;1;537;0;0.0;0;
108;g108;4.021472187879445;23.724490322309805;631.3678725014968;16.61;16.61;4;4;537;0;0.0;0;
109;g109;0;8.787229001155712;0.0;6.15;6.15;0;0;546;0;0;0;
110;g110;2.219134596668068;11.880192616048701;1013.5504210379065;8.32;8.32;4;4;548;0;0.0;0;
111;g111;2.5162106330760414;11.824966211673445;777.4968647660257;8.28;8.28;4;4;570;0;0.0;0;
112;g112;5.807846814555405;26.572680400712002;751.7436452013708;18.6;18.6;2;2;570;0;0.0;0;
113;g113;0;11.176073635922364;406.40970871080265;7.82;7.82;0;0;570;0;0;0;
114;g114;0;15.738557717549162;904.6686511541072;11.02;11.02;0;0;583;0;0.0;0;
115;g115;0;9.0;0.0;6.3;6.3;0;0;585;0;0;0;
116;g116;0;9.03509095083579;0.0;6.32;6.32;0;0;586;0;0.0;0;
117;g117;0;0.0;184.67720042435218;0.05;0.05;0;0;589;0;0;0;
118;g118;2.4938287897528424;20.73767789902453;1034.8637523624204;14.52;14.52;1;1;593;0;0.0;0;
119;g119;0;5.702282281522124;0.0;3.99;3.99;0;0;600;0;0.0;0;
120;g120;0;37.9068509774067;222.1780394942183;26.53;26.53;0;0;610;0;0.0;0;
121;g121;0;37.63271153350227;149.03792865121375;26.34;26.34;0;0;610;0;0.0;0;
122;g122;4.237379527977924;11.86234997310596;1583.6527343666562;8.3;8.3;1;1;612;0;0.0;0;
123;g123;1.7143239788882503;11.623309849927283;673.873347530108;8.14;8.14;2;2;612;0;0.0;0;
124;g124;1.7034743420968634;11.99885960429782;978.7473016593146;8.4;8.4;2;2;612;0;0.0;0;
125;g125;3.898934408553055;26.219594913847555;0.0;18.35;18.35;4;4;613;0;0.0;0;
126;g126;2.5327654211892647;11.413931677578306;423.4687415750675;7.99;7.99;1;1;613;0;0.0;0;
127;g127;0;15.23902841178763;0.0;10.67;10.67;0;0;624;0;0.0;0;
128;g128;0;6.959696495204093;0.0;4.87;4.87;0;0;633;0;0.0;0;
129;g129;1.532045378360592;14.93021565970748;851.208610112956;10.45;10.45;2;2;636;0;0.0;0;
130;g130;1.1450371167121904;14.802749379670846;952.0579746332457;10.36;10.36;2;2;636;0;0.0;0;
131;g131;59.96035193276933;231.7632721867536;2272.0238090205803;162.23;162.23;2;2;646;0;0.0;0;
132;g132;0;6.448432729768079;0.0;4.51;4.51;0;0;657;0;0.0;0;
133;g133;3.1648199201770026;11.930748533146176;1183.324346073267;8.35;8.35;1;1;675;0;0.0;0;
134;g134;2.6601356571427415;11.759786297662671;977.2118755542004;8.23;8.23;4;4;675;0;0.0;0;
135;g135;0;7.037444352422629;0.0;4.93;4.93;0;0;676;0;0.0;0;
136;g136;2.512000086440298;23.562314753150186;931.6164405336367;16.49;16.49;1;1;676;0;0.0;0;
137;g137;0;5.769311969589408;0.0;4.04;4.04;0;0;684;0;0;0;
138;g138;1.410123262769058;11.717017764176191;839.1382652590779;8.2;8.2;1;1;685;0;0.0;0;
139;g139;0;9.0;0.0;6.3;6.3;0;0;689;0;0;0;
140;g140;0;8.749923024715082;0.0;6.12;6.12;0;0;689;0;0.0;0;
141;g141;0;10.707334880379431;41.63066296956973;7.5;7.5;0;0;689;0;0.0;0;
142;g142;0;10.70946574167277;110.95316556862475;7.5;7.5;0;0;689;0;0;0;
143;g143;2.764057401533568;19.233379409666576;0.0;13.46;13.46;4;4;700;0;0.0;0;
144;g144;4.365456579654946;11.981524826256479;1637.3884329647358;8.39;8.39;4;4;700;0;0.0;0;
145;g145;2.8537976924911637;20.737199675927943;752.698732105438;14.52;14.52;2;2;700;0;0.0;0;
146;g146;3.5326996116386824;24.665606398335367;0.0;17.27;17.27;4;4;704;0;0.0;0;
147;g147;1.8634210565067546;24.798157820845013;0.0;17.36;17.36;4;4;704;0;0.0;0;
148;g148;3.2983502670445373;32.89947906675516;0.0;23.03;23.03;2;2;703;0;0.0;0;
149;g149;2.847372298979181;35.38618636675339;0.0;24.77;24.77;4;4;703;0;0.0;0;
150;g150;5.105073190402481;31.856630524413564;0.0;22.3;22.3;4;4;702;0;0.0;0;
151;g151;6.39693608541182;30.153876463929016;0.0;21.11;21.11;1;1;702;0;0.0;0;
152;g152;0;3.6871417329414258;0.0;2.58;2.58;0;0;710;0;0.0;0;
153;g153;0;3.771660383104664;0.0;2.64;2.64;0;0;710;0;0.0;0;
154;g154;0;5.265879952302349;0.0;3.69;3.69;0;0;710;0;0.0;0;
155;g155;0;8.06713552760816;0.0;5.65;5.65;0;0;710;0;0;0;
156;g156;2.255231601474926;19.372483153733096;401.88352380268907;13.56;13.56;4;4;737;0;0.0;0;
157;g157;0;27.019264020936394;0.0;18.91;18.91;0;0;738;0;0.0;0;
158;g158;1.5298683622360139;11.173398692487323;736.1832608260946;7.82;7.82;4;4;739;0;0.0;0;
159;g159;4.698096137714245;20.18027434486847;1400.2664444353645;14.13;14.13;2;2;739;0;0.0;0;
160;g160;3.169600962076598;11.937635981797952;949.1184168149107;8.36;8.36;2;2;741;0;0.0;0;
161;g161;5.420431221960241;23.43534542300812;2162.8705892007165;16.4;16.4;1;1;741;0;0.0;0;
162;g162;0;4.664798078782313;0.0;3.27;3.27;0;0;742;0;0.0;0;
163;g163;0;6.376825270525973;0.0;4.46;4.46;0;0;749;0;0.0;0;
164;g164;0;4.968476034634433;0.0;3.48;3.48;0;0;749;0;0.0;0;
165;g165;4.392936602646289;26.062348627746477;0.0;18.24;18.24;1;1;750;0;0.0;0;
166;g166;1.222202320986729;6.337128574277379;0.0;4.44;4.44;2;2;751;0;0.0;0;
167;g167;0;9.105387030458342;0.0;6.37;6.37;0;0;756;0;0;0;
168;g168;0;23.189200587772444;458.84426856432583;16.23;16.23;0;0;763;0;0.0;0;
169;g169;0;5.1164809471880215;0.0;3.58;3.58;0;0;765;0;0.0;0;
170;g170;0;5.266496837132411;0.0;3.69;3.69;0;0;766;0;0;0;
171;g171;3.7236718767807373;24.060830799246197;0.0;16.84;16.84;4;4;765;0;0.0;0;
172;g172;5.319666590589267;32.61540090419415;440.64774299190367;22.83;22.83;2;2;766;0;0.0;0;
173;g173;0;0.1234937081274099;224.332918125638;0.09;0.09;0;0;767;0;0.0;0;
174;g174;3.8194187879208403;25.637175067017104;0.0;17.95;17.95;4;4;767;0;0.0;0;
175;g175;0;0.8743626460602588;149.48946122019402;0.61;0.61;0;0;767;0;0;0;
176;g176;0;0.2509817285373077;111.43737380352479;0.18;0.18;0;0;767;0;0.0;0;
177;g177;3.4280636419670123;30.522036326437252;0.0;21.37;21.37;2;2;771;0;0.0;0;
178;g178;4.009773502428773;23.32717132539733;0.0;16.33;16.33;4;4;771;0;0.0;0;
179;g179;0;7.618207287153125;0.0;5.33;5.33;0;0;791;0;0.0;0;
180;g180;0;14.838114419286626;812.4015713743855;10.39;10.39;0;0;791;0;0.0;0;
181;g181;3.3909285188209566;18.74503851304055;1456.5662586186718;13.12;13.12;1;1;792;0;0.0;0;
182;g182;4.6934026783795915;23.421284158102267;0.0;16.39;16.39;1;1;806;0;0.0;0;
183;g183;3.445187199545691;21.07532892282173;953.6824548125712;14.75;14.75;2;2;806;0;0.0;0;
184;g184;4.491340356112557;28.09909007879968;1651.2958179488032;19.67;19.67;4;4;807;0;0.0;0;
185;g185;3.2058741447096817;24.41425645770726;0.0;17.09;17.09;4;4;807;0;0.0;0;
186;g186;7.538490163583434;28.322272013018356;730.7275792762275;19.83;19.83;4;4;808;0;0.0;0;
187;g187;3.987579571189977;30.26107053553777;913.7192248195029;21.18;21.18;1;1;808;0;0.0;0;
188;g188;0;34.50022286539798;0.0;24.15;24.15;0;0;812;0;0;0;
189;g189;5.9725434171451575;22.495472244945518;1435.2827255698535;15.75;15.75;1;1;820;0;0.0;0;
190;g190;4.418384595763021;24.056881545889965;604.420048211502;16.84;16.84;1;1;820;0;0.0;0;
191;g191;5.678256066240897;30.841507705204055;567.7971319447915;21.59;21.59;1;1;821;0;0.0;0;
192;g192;5.412130365287561;26.915888499749546;885.3535309185927;18.84;18.84;4;4;821;0;0.0;0;
193;g193;6.187212630422861;22.425020802260175;936.0562005386046;15.7;15.7;4;4;821;0;0.0;0;
194;g194;2.7569013087287875;19.581243758067686;0.0;13.71;13.71;1;1;821;0;0.0;0;
195;g195;1.4452036339738847;12.97110866196076;696.7174417669626;9.08;9.08;1;1;831;0;0.0;0;
196;g196;1.5000031237512377;5.636360796589784;0.0;3.95;3.95;4;4;831;0;0.0;0;
197;g197;0;1.8713452672433444;0.0;1.31;1.31;0;0;834;0;0.0;0;
198;g198;6.341595251924819;26.18911665871492;323.52584656734325;18.33;18.33;2;2;835;0;0.0;0;
199;g199;2.253237456408078;19.667282352494652;0.0;13.77;13.77;4;4;836;0;0.0;0;
200;g200;0;9.248054566260826;0.0;6.47;6.47;0;0;838;0;0.0;0;
201;g201;0;4.368902233178149;0.0;3.06;3.06;0;0;838;0;0.0;0;
202;g202;0;14.831415955648001;648.922429202393;10.38;10.38;0;0;841;0;0.0;0;
203;g203;2.6847031508373886;18.663633453071824;0.0;13.06;13.06;4;4;843;0;0.0;0;
204;g204;1.2038623902320145;14.914067723002566;612.5380366219445;10.44;10.44;1;1;843;0;0.0;0;
205;g205;0;11.805451075076391;178.85671237707527;8.26;8.26;0;0;862;0;0;0;
206;g206;3.1043217976366337;11.70272289616107;1251.4513759592555;8.19;8.19;1;1;862;0;0.0;0;
207;g207;2.4452635473703523;13.84984764468292;1490.9880563950555;9.69;9.69;1;1;869;0;0.0;0;
208;g208;1.9273402519429161;13.753629553478376;1272.771104840938;9.63;9.63;1;1;870;0;0.0;0;
209;g209;0;9.477744990923407;0.0;6.63;6.63;0;0;890;0;0;0;
210;g210;2.208238479717847;11.75207574114865;926.874662907491;8.23;8.23;1;1;890;0;0.0;0;
211;g211;1.0846282636149895;12.782973392165172;739.1175085088435;8.95;8.95;1;1;894;0;0.0;0;
212;g212;1.2856328894715319;12.948626703222342;809.7175644396941;9.06;9.06;4;4;894;0;0.0;0;
213;g213;3.1134482810437807;12.709470677225692;1562.5023751632705;8.9;8.9;1;1;894;0;0.0;0;
214;g214;1.9775924207129625;12.725859313589389;949.8863426438462;8.91;8.91;4;4;894;0;0.0;0;
215;g215;1.9716067620510938;13.705515882738025;804.2704024405608;9.59;9.59;2;2;912;0;0.0;0;
216;g216;0;7.639397408270068;0.0;5.35;5.35;0;0;945;0;0.0;0;
217;g217;0;1.72022348700312;0.0;1.2;1.2;0;0;949;0;0;0;
218;g218;0;48.14169282677459;0.0;33.7;33.7;0;0;970;0;0;0;
219;g219;3.1926089384374094;17.695692169903545;423.2222169540794;12.39;12.39;1;1;972;0;0.0;0;
220;g220;0;7.650526066924995;0.0;5.36;5.36;0;0;978;0;0.0;0;
221;g221;0;7.482703692422401;0.0;5.24;5.24;0;0;978;0;0;0;
222;g222;0;47.24999999999999;412.6999999999999;33.07;33.07;0;0;988;0;0;0;
223;g223;1.4907157027935733;14.889190226868156;1072.9557700700818;10.42;10.42;1;1;988;0;0.0;0;
224;g224;0;47.24999999999999;412.70000000000056;33.07;33.07;0;0;988;0;0.0;0;
225;g225;5.376582769606924;21.953521058007002;996.2735975326473;15.37;15.37;1;1;990;0;0.0;0;
226;g226;0;3.8562794780576297;0.0;2.7;2.7;0;0;992;0;0.0;0;
227;g227;0;2.6576765532961195;0.0;1.86;1.86;0;0;1014;0;0.0;0;
228;g228;0;2.976245136018653;0.0;2.08;2.08;0;0;1014;0;0;0;
229;g229;1.388818399711931;5.860214068448329;0.0;4.1;4.1;4;4;1018;0;0.0;0;
230;g230;2.262594435382413;19.833909553270953;0.0;13.88;13.88;2;2;1030;0;0.0;0;
231;g231;2.645806893937646;19.909588101346177;1076.0535115468983;13.94;13.94;4;4;1053;0;0.0;0;
232;g232;2.942853851550638;13.496563526022065;1378.878745352725;9.45;9.45;2;2;1055;0;0.0;0;
233;g233;0;0.677694846897125;197.32122949838697;0.47;0.47;0;0;1055;0;0;0;
234;g234;7.048755451622891;11.8;70.66157858848533;8.26;8.26;1;1;1062;0;0.0;0;
235;g235;0;7.54183445659478;0.0;5.28;5.28;0;0;1063;0;0.0;0;
236;g236;0;11.690211482432165;173.9437476485371;8.18;8.18;0;0;1070;0;0.0;0;
237;g237;2.2555599113469276;11.913602179547421;1025.700474969845;8.34;8.34;1;1;1071;0;0.0;0;
238;g238;0;7.595446918999592;0.0;5.32;5.32;0;0;1075;0;0.0;0;
239;g239;18.0;18.0;0.0;12.6;12.6;4;4;1113;0;0.0;0;
240;g240;5.0;5.221563215067635;0.0;3.66;3.66;4;4;1113;0;0.0;0;
241;g241;5.0;6.4358161539635494;0.0;4.51;4.51;2;2;1113;0;0.0;0;
242;g242;5.0;5.3465452686434505;5.112356368108728;3.74;3.74;2;2;1113;0;0.0;0;
243;g243;2.972176356458885;17.991851553862272;7.141256271432667;12.59;12.59;4;4;1115;0;0.0;0;
244;g244;2.32730655279539;17.986710120827063;0.0;12.59;12.59;4;4;1115;0;0.0;0;
245;g245;0;6.310032334620369;0.0;4.42;4.42;0;0;1130;0;0.0;0;
246;g246;0;11.966557071772584;28.752193686028704;8.38;8.38;0;0;1133;0;0;0;
247;g247;1.860294070141504;11.97103518149244;595.6518042934654;8.38;8.38;1;1;1140;0;0.0;0;
248;g248;0;5.4671242288779185;0.0;3.83;3.83;0;0;1152;0;0;0;
249;g249;0;7.405389083585686;0.0;5.18;5.18;0;0;1152;0;0.0;0;
250;g250;9.17147938687453;56.648488372460285;400.11766180002587;39.65;39.65;1;1;1215;0;0.0;0;
251;g251;0;35.64830294698301;0.0;24.95;24.95;0;0;1216;0;0.0;0;
252;g252;0;10.93112296088028;237.72809275350465;7.65;7.65;0;0;1226;0;0.0;0;
253;g253;0;42.7666221766057;293.3648392798825;29.94;29.94;0;0;1251;0;0.0;0;
254;g254;0;34.8467187429262;116.76416747666724;24.39;24.39;0;0;1251;0;0.0;0;
255;g255;2.8056994731404794;23.560338232490594;0.0;16.49;16.49;1;1;1261;0;0.0;0;
256;g256;6.561866432090145;23.954658726604517;929.8212554051497;16.77;16.77;4;4;1263;0;0.0;0;
257;g257;1.599215933996613;23.654423766097644;582.6987321889127;16.56;16.56;1;1;1264;0;0.0;0;
258;g258;0;4.31548644415342;0.0;3.02;3.02;0;0;1268;0;0;0;
259;g259;4.635469007235948;23.4252878555262;1066.7582101119658;16.4;16.4;1;1;1282;0;0.0;0;
260;g260;2.7890155780546366;14.267083150721875;1081.520106299737;9.99;9.99;1;1;1282;0;0.0;0;
261;g261;0;0.0;41.78464058373076;0.03;0.03;0;0;1291;0;0.0;0;
262;g262;0;7.362415236643556;0.0;5.15;5.15;0;0;1291;0;0.0;0;
263;g263;0;7.4816355155725365;0.0;5.24;5.24;0;0;1291;0;0;0;
264;g264;0;3.796774983652786;0.0;2.66;2.66;0;0;1308;0;0.0;0;
265;g265;0;16.491471532702636;446.0261715969227;11.54;11.54;0;0;1315;0;0.0;0;
266;g266;2.815173869565029;16.98944723022618;1670.6189653755487;11.89;11.89;1;1;1315;0;0.0;0;
267;g267;0;6.504584646223099;0.0;4.55;4.55;0;0;1315;0;0.0;0;
268;g268;0;0.6;63.62571792016816;0.46;0.46;0;0;1318;0;0.0;0;
269;g269;0;0.6;73.53987097227315;0.45;0.45;0;0;1318;0;0;0;
270;g270;3.1792045936609075;11.437911282482224;1694.5573660528942;8.01;8.01;4;4;1320;0;0.0;0;
271;g271;0;6.676727692342945;0.0;4.67;4.67;0;0;1320;0;0.0;0;
272;g272;3.535920552822246;12.305019988666606;981.8005937474989;8.61;8.61;4;4;1328;0;0.0;0;
273;g273;0;4.558688488655985;0.0;3.19;3.19;0;0;1330;0;0;0;
274;g274;0;4.9503432773212825;0.0;3.47;3.47;0;0;1330;0;0.0;0;
275;g275;11.920974040086643;66.9498858031547;0.0;46.86;46.86;1;1;1345;0;0.0;0;
276;g276;0;10.729781951317161;107.81480248567186;7.51;7.51;0;0;1349;0;0.0;0;
277;g277;0;10.818460141415457;61.38901716138528;7.57;7.57;0;0;1349;0;0.0;0;
278;g278;0;17.81649448148163;204.91244562407712;12.47;12.47;0;0;1359;0;0;0;
