<BEGIN>
Bus/Hour;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;
Bus24;9.37614;9.14216;9.00213;9.0525;9.41793;10.28596;12.46818;12.316;11.87592;11.84412;11.70695;11.49584;11.45262;11.37224;11.25258;11.23115;11.58586;12.57284;12.70429;12.27599;12.14597;11.46798;10.56744;9.97911;9.41222;9.20717;9.25933;9.33863;9.65048;10.47671;12.37137;12.50497;12.25492;12.1774;12.20134;11.81769;
Bus25;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus26;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus27;51.20813;49.93027;49.1655;49.44058;51.43639;56.17716;68.09542;67.26432;64.86077;64.68714;63.93798;62.78498;62.54891;62.10995;61.45639;61.33933;63.27661;68.66704;69.38499;67.04582;66.33568;62.6328;57.7145;54.50131;51.40517;50.28534;50.57017;51.00328;52.70645;57.21896;67.56672;68.29637;66.93071;66.50736;66.63807;64.54277;
Bus28;12.2611;11.95513;11.77202;11.83789;12.31576;13.45087;16.30454;16.10554;15.53004;15.48847;15.30909;15.03302;14.9765;14.8714;14.71491;14.68688;15.15074;16.4414;16.61331;16.05322;15.88319;14.99659;13.81896;13.04961;12.30828;12.04015;12.10835;12.21205;12.61985;13.70031;16.17795;16.35265;16.02566;15.9243;15.95559;15.4539;
Bus29;17.30979;16.87784;16.61932;16.71231;17.38695;18.98946;23.01817;22.73724;21.92477;21.86607;21.61284;21.22309;21.14329;20.99491;20.77399;20.73442;21.38928;23.2114;23.45408;22.66337;22.42333;21.17165;19.50913;18.42298;17.3764;16.99786;17.09414;17.24055;17.81626;19.34162;22.83945;23.0861;22.62447;22.48136;22.52555;21.81727;
Bus30;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus31;31.01337;30.23946;29.77629;29.94289;31.15162;34.02279;41.24089;40.73755;39.28188;39.17672;38.723;38.0247;37.88174;37.61589;37.22007;37.14917;38.32245;41.58708;42.02189;40.60521;40.17513;37.93254;34.95385;33.00783;31.13271;30.4545;30.62701;30.88931;31.92081;34.65374;40.92069;41.36259;40.5355;40.2791;40.35827;39.08928;
Bus32;42.55324;41.49135;40.85584;41.08443;42.74292;46.68243;56.58633;55.8957;53.89839;53.7541;53.13156;52.17343;51.97727;51.6125;51.06939;50.97212;52.58197;57.06135;57.65795;55.71413;55.12401;52.04698;47.95993;45.28982;42.71698;41.78641;42.0231;42.38301;43.79832;47.54815;56.14699;56.75332;55.61848;55.26668;55.3753;53.63413;
Bus33;16.58855;16.17459;15.92685;16.01596;16.66249;18.19824;22.05908;21.78985;21.01124;20.95499;20.7123;20.3388;20.26232;20.12013;19.90841;19.87049;20.49806;22.24425;22.47683;21.71907;21.48902;20.2895;18.69625;17.65535;16.65238;16.28962;16.38189;16.52219;17.07392;18.53572;21.88781;22.12417;21.68178;21.54464;21.58698;20.90822;
Bus34;42.55324;41.49135;40.85584;41.08443;42.74292;46.68243;56.58633;55.8957;53.89839;53.7541;53.13156;52.17343;51.97727;51.6125;51.06939;50.97212;52.58197;57.06135;57.65795;55.71413;55.12401;52.04698;47.95993;45.28982;42.71698;41.78641;42.0231;42.38301;43.79832;47.54815;56.14699;56.75332;55.61848;55.26668;55.3753;53.63413;
Bus35;23.80096;23.20703;22.85157;22.97943;23.90705;26.11051;31.64998;31.2637;30.14656;30.06585;29.71765;29.18175;29.07203;28.86801;28.56424;28.50983;29.41026;31.91567;32.24936;31.16214;30.83208;29.11102;26.82505;25.33159;23.89255;23.37206;23.50445;23.70575;24.49736;26.59473;31.40425;31.74338;31.10864;30.91187;30.97262;29.99875;
Bus36;22.35848;21.80054;21.46663;21.58673;22.45814;24.52806;29.7318;29.36893;28.31949;28.24368;27.91658;27.41316;27.31009;27.11843;26.83307;26.78196;27.62782;29.98139;30.29485;29.27353;28.96346;27.34672;25.19929;23.79635;22.44451;21.95557;22.07994;22.26904;23.01267;24.98293;29.50096;29.81954;29.22327;29.03842;29.0955;28.18065;
Bus37;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus38;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus39;19.47351;18.98757;18.69674;18.80135;19.56032;21.36315;25.89544;25.57939;24.66536;24.59933;24.31444;23.87598;23.78621;23.61928;23.37074;23.32623;24.06294;26.11282;26.38584;25.4963;25.22624;23.81811;21.94777;20.72585;19.54845;19.12259;19.23091;19.39561;20.0433;21.75932;25.69439;25.97186;25.45252;25.29153;25.34124;24.54443;
Bus40;47.60192;46.41405;45.70314;45.95885;47.81411;52.22102;63.29997;62.5274;60.29311;60.13171;59.4353;58.3635;58.14406;57.73601;57.12847;57.01966;58.82051;63.83134;64.49872;62.32428;61.66415;58.22204;53.6501;50.66319;47.78509;46.74412;47.00889;47.4115;48.99473;53.18946;62.8085;63.48676;62.21728;61.82374;61.94525;59.9975;
Bus41;26.68593;26.02;25.62146;25.76481;26.80488;29.27542;35.48635;35.05324;33.80068;33.7102;33.31979;32.71893;32.59591;32.36716;32.02657;31.96557;32.97514;35.78423;36.15837;34.93937;34.5693;32.63963;30.07657;28.40209;26.78861;26.20504;26.35347;26.57918;27.46674;29.81833;35.21082;35.59106;34.87939;34.65876;34.72688;33.63496;
Bus42;69.23916;67.51135;66.4773;66.84924;69.54779;75.95785;92.07268;90.94894;87.69907;87.4643;86.45135;84.89236;84.57318;83.97965;83.09596;82.93769;85.55711;92.84558;93.81632;90.6535;89.69331;84.68661;78.0365;73.69191;69.50559;67.99144;68.37657;68.96218;71.26506;77.36648;91.35781;92.34438;90.49786;89.92544;90.10218;87.26909;
Bus43;12.98234;12.65838;12.46449;12.53423;13.04021;14.2421;17.26363;17.05293;16.44358;16.39956;16.20963;15.91732;15.85747;15.74619;15.58049;15.55082;16.04196;17.40855;17.59056;16.99753;16.8175;15.87874;14.63184;13.81723;13.0323;12.7484;12.82061;12.93041;13.3622;14.50622;17.12959;17.31457;16.96835;16.86102;16.89416;16.36296;
Bus44;11.53986;11.25189;11.07955;11.14154;11.5913;12.65964;15.34545;15.15816;14.61651;14.57738;14.40856;14.14873;14.09553;13.99661;13.84933;13.82295;14.25952;15.47426;15.63605;15.10892;14.94888;14.11443;13.00608;12.28198;11.58426;11.33191;11.3961;11.4937;11.87751;12.89441;15.2263;15.39073;15.08298;14.98757;15.01703;14.54485;
Bus45;38.22579;37.27189;36.70101;36.90635;38.39618;41.93506;50.83179;50.2114;48.41719;48.28758;47.72835;46.86766;46.69144;46.36377;45.8759;45.78852;47.23465;51.2585;51.79443;50.04829;49.51818;46.75406;43.08265;40.68407;38.37288;37.53694;37.74957;38.07287;39.34425;42.71274;50.43713;50.98179;49.96236;49.64634;49.74391;48.17981;
Bus46;20.19476;19.69081;19.38921;19.49769;20.28477;22.15437;26.85453;26.52677;25.5789;25.51042;25.21498;24.76027;24.66718;24.49407;24.23632;24.19016;24.95416;27.07996;27.36309;26.4406;26.16055;24.70026;22.76065;21.49347;20.27246;19.83084;19.94317;20.11397;20.78564;22.56522;26.64603;26.93378;26.39521;26.22825;26.2798;25.45349;
Bus47;24.5222;23.91027;23.54404;23.67577;24.63151;26.90174;32.60907;32.21108;31.06009;30.97694;30.61819;30.06604;29.953;29.74279;29.42982;29.37377;30.30148;32.88281;33.22661;32.10645;31.76638;29.99317;27.63793;26.09922;24.61656;24.0803;24.2167;24.42411;25.23971;27.40063;32.35589;32.7053;32.05133;31.84859;31.91119;30.9078;
Bus48;14.42483;14.06486;13.84944;13.92692;14.48912;15.82455;19.18181;18.9477;18.27064;18.22173;18.0107;17.68591;17.61941;17.49576;17.31166;17.27869;17.8244;19.34283;19.54507;18.88615;18.68611;17.64304;16.2576;15.35248;14.48033;14.16488;14.24512;14.36712;14.84689;16.11802;19.03288;19.23841;18.85372;18.73447;18.77129;18.18106;
Bus49;62.74799;61.18216;60.24505;60.58212;63.02769;68.8368;83.44087;82.42248;79.47728;79.26452;78.34654;76.9337;76.64444;76.10656;75.30572;75.16228;77.53613;84.14131;85.02104;82.15473;81.28456;76.74724;70.72058;66.78329;62.98944;61.61725;61.96627;62.49698;64.58396;70.11337;82.79302;83.6871;82.01369;81.49493;81.6551;79.08762;
Bus50;12.2611;11.95513;11.77202;11.83789;12.31576;13.45087;16.30454;16.10554;15.53004;15.48847;15.30909;15.03302;14.9765;14.8714;14.71491;14.68688;15.15074;16.4414;16.61331;16.05322;15.88319;14.99659;13.81896;13.04961;12.30828;12.04015;12.10835;12.21205;12.61985;13.70031;16.17795;16.35265;16.02566;15.9243;15.95559;15.4539;
Bus51;12.2611;11.95513;11.77202;11.83789;12.31576;13.45087;16.30454;16.10554;15.53004;15.48847;15.30909;15.03302;14.9765;14.8714;14.71491;14.68688;15.15074;16.4414;16.61331;16.05322;15.88319;14.99659;13.81896;13.04961;12.30828;12.04015;12.10835;12.21205;12.61985;13.70031;16.17795;16.35265;16.02566;15.9243;15.95559;15.4539;
Bus52;12.98234;12.65838;12.46449;12.53423;13.04021;14.2421;17.26363;17.05293;16.44358;16.39956;16.20963;15.91732;15.85747;15.74619;15.58049;15.55082;16.04196;17.40855;17.59056;16.99753;16.8175;15.87874;14.63184;13.81723;13.0323;12.7484;12.82061;12.93041;13.3622;14.50622;17.12959;17.31457;16.96835;16.86102;16.89416;16.36296;
Bus53;16.58855;16.17459;15.92685;16.01596;16.66249;18.19824;22.05908;21.78985;21.01124;20.95499;20.7123;20.3388;20.26232;20.12013;19.90841;19.87049;20.49806;22.24425;22.47683;21.71907;21.48902;20.2895;18.69625;17.65535;16.65238;16.28962;16.38189;16.52219;17.07392;18.53572;21.88781;22.12417;21.68178;21.54464;21.58698;20.90822;
Bus54;81.50026;79.46648;78.24932;78.68713;81.86355;89.40872;108.37722;107.05448;103.22911;102.95277;101.76044;99.92538;99.54968;98.85105;97.81087;97.62457;100.70785;109.28699;110.42963;106.70672;105.5765;99.68319;91.85547;86.74152;81.81387;80.03159;80.48493;81.17424;83.88491;91.0668;107.53576;108.69703;106.52353;105.84974;106.05778;102.723;
Bus55;45.4382;44.30432;43.62573;43.86981;45.64074;49.84734;60.4227;59.68524;57.55251;57.39845;56.7337;55.71061;55.50115;55.11165;54.53173;54.42786;56.14685;60.92991;61.56696;59.49136;58.86123;55.57559;51.21146;48.36032;45.61304;44.61938;44.87213;45.25643;46.76769;50.77175;59.95357;60.601;59.38922;59.01357;59.12956;57.27034;
Bus56;60.58427;59.07243;58.16764;58.49308;60.85432;66.46312;80.5636;79.58032;76.73669;76.53126;75.64493;74.28082;74.00153;73.4822;72.70897;72.57048;74.86247;81.23988;82.08928;79.32181;78.48165;74.10078;68.28194;64.48042;60.81739;59.49251;59.8295;60.34191;62.35692;67.69567;79.93809;80.80133;79.18563;78.68476;78.83941;76.36046;
Bus57;8.6549;8.43892;8.30966;8.35615;8.69347;9.49473;11.50909;11.36862;10.96238;10.93304;10.80642;10.61155;10.57165;10.49746;10.387;10.36721;10.69464;11.6057;11.72704;11.33169;11.21166;10.58583;9.75456;9.21149;8.6882;8.49893;8.54707;8.62027;8.90813;9.67081;11.41973;11.54305;11.31223;11.24068;11.26277;10.90864;
Bus58;8.6549;8.43892;8.30966;8.35615;8.69347;9.49473;11.50909;11.36862;10.96238;10.93304;10.80642;10.61155;10.57165;10.49746;10.387;10.36721;10.69464;11.6057;11.72704;11.33169;11.21166;10.58583;9.75456;9.21149;8.6882;8.49893;8.54707;8.62027;8.90813;9.67081;11.41973;11.54305;11.31223;11.24068;11.26277;10.90864;
Bus59;199.78383;194.79837;191.8147;192.88791;200.67437;219.17005;265.66805;262.42559;253.04836;252.37094;249.44817;244.94984;244.02886;242.31629;239.76648;239.30979;246.86791;267.89818;270.69918;261.57312;258.80257;244.35615;225.16783;212.63186;200.55258;196.18364;197.29491;198.98464;205.62938;223.23453;263.60536;266.45202;261.12405;259.47237;259.98234;251.8077;
Bus60;56.25682;54.85297;54.0128;54.31501;56.50758;61.71575;74.80905;73.89602;71.25549;71.06474;70.24172;68.97504;68.71571;68.23347;67.51547;67.38687;69.51515;75.43703;76.22576;73.65597;72.87581;68.80787;63.40466;59.87468;56.47329;55.24305;55.55597;56.03177;57.90286;62.86027;74.22822;75.02981;73.52951;73.06442;73.20802;70.90614;
Bus61;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus62;55.53558;54.14973;53.32033;53.61866;55.78313;60.92453;73.84996;72.94863;70.34196;70.15366;69.34119;68.09075;67.83474;67.35868;66.64989;66.52294;68.62393;74.46989;75.24851;72.71166;71.94151;67.92572;62.59178;59.10705;55.74927;54.5348;54.84371;55.31342;57.16051;62.05436;73.27658;74.06789;72.58683;72.1277;72.26946;69.99709;
Bus63;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus64;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus65;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus66;28.12841;27.42649;27.0064;27.1575;28.25379;30.85788;37.40453;36.94801;35.62775;35.53237;35.12086;34.48752;34.35785;34.11673;33.75774;33.69344;34.75758;37.71852;38.11288;36.82798;36.43791;34.40393;31.70233;29.93734;28.23665;27.62152;27.77798;28.01589;28.95143;31.43013;37.11411;37.51491;36.76476;36.53221;36.60401;35.45307;
Bus67;20.19476;19.69081;19.38921;19.49769;20.28477;22.15437;26.85453;26.52677;25.5789;25.51042;25.21498;24.76027;24.66718;24.49407;24.23632;24.19016;24.95416;27.07996;27.36309;26.4406;26.16055;24.70026;22.76065;21.49347;20.27246;19.83084;19.94317;20.11397;20.78564;22.56522;26.64603;26.93378;26.39521;26.22825;26.2798;25.45349;
Bus68;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus69;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus70;47.60192;46.41405;45.70314;45.95885;47.81411;52.22102;63.29997;62.5274;60.29311;60.13171;59.4353;58.3635;58.14406;57.73601;57.12847;57.01966;58.82051;63.83134;64.49872;62.32428;61.66415;58.22204;53.6501;50.66319;47.78509;46.74412;47.00889;47.4115;48.99473;53.18946;62.8085;63.48676;62.21728;61.82374;61.94525;59.9975;
Bus71;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;
Bus72;8.6549;8.43892;8.30966;8.35615;8.69347;9.49473;11.50909;11.36862;10.96238;10.93304;10.80642;10.61155;10.57165;10.49746;10.387;10.36721;10.69464;11.6057;11.72704;11.33169;11.21166;10.58583;9.75456;9.21149;8.6882;8.49893;8.54707;8.62027;8.90813;9.67081;11.41973;11.54305;11.31223;11.24068;11.26277;10.90864;
Bus73;4.32745;4.21946;4.15483;4.17808;4.34674;4.74737;5.75454;5.68431;5.48119;5.46652;5.40321;5.30577;5.28582;5.24873;5.1935;5.18361;5.34732;5.80285;5.86352;5.66584;5.60583;5.29291;4.87728;4.60574;4.3441;4.24947;4.27354;4.31014;4.45407;4.83541;5.70986;5.77152;5.65612;5.62034;5.63139;5.45432;
Bus74;49.04441;47.82054;47.08809;47.35154;49.26302;53.80348;65.21815;64.42217;62.12017;61.95388;61.23637;60.13209;59.906;59.48559;58.85964;58.74753;60.60295;65.76562;66.45323;64.2129;63.53276;59.98635;55.27586;52.19844;49.23313;48.16061;48.43341;48.84821;50.47942;54.80126;64.71178;65.4106;64.10265;63.69719;63.82238;61.81561;
Bus75;33.89834;33.05243;32.54618;32.72827;34.04944;37.1877;45.07725;44.52709;42.936;42.82106;42.32514;41.56189;41.40562;41.11504;40.6824;40.60491;41.88733;45.45565;45.93091;44.38244;43.91235;41.46115;38.20537;36.07833;34.02878;33.28748;33.47603;33.76274;34.89018;37.87734;44.72726;45.21027;44.30625;44.026;44.11253;42.72549;
Bus76;49.04441;47.82054;47.08809;47.35154;49.26302;53.80348;65.21815;64.42217;62.12017;61.95388;61.23637;60.13209;59.906;59.48559;58.85964;58.74753;60.60295;65.76562;66.45323;64.2129;63.53276;59.98635;55.27586;52.19844;49.23313;48.16061;48.43341;48.84821;50.47942;54.80126;64.71178;65.4106;64.10265;63.69719;63.82238;61.81561;
Bus77;43.99572;42.89784;42.24078;42.47712;44.19183;48.26488;58.50452;57.79047;55.72545;55.57627;54.93263;53.94202;53.73921;53.36207;52.80056;52.69999;54.36441;58.99563;59.61245;57.60274;56.99262;53.81128;49.58569;46.82507;44.16501;43.2029;43.44761;43.81972;45.283;49.15995;58.05028;58.67716;57.50385;57.14013;57.25243;55.45224;
