<BEGIN>
<Thermal plants>
ID;Name;Generation in time t = -1 in MW;State in t = -1. Either 1, if up, or 0, if down;Start-up trajectory (TRUE or FALSE);Shut-down trajectory (TRUE or FALSE);Number of hours (> 0) in the state of t = -1
215;g215;0.0;1;FALSE;FALSE;24;
216;g216;0.0;0;FALSE;FALSE;24;
217;g217;0.0;0;FALSE;FALSE;24;
218;g218;0.0;1;FALSE;FALSE;24;
219;g219;0.0;1;FALSE;FALSE;24;
220;g220;0.0;0;FALSE;FALSE;24;
221;g221;0.0;1;FALSE;FALSE;24;
222;g222;0.0;1;FALSE;FALSE;24;
223;g223;0.0;0;FALSE;FALSE;24;
224;g224;0.0;0;FALSE;FALSE;24;
225;g225;0.0;0;FALSE;FALSE;24;
226;g226;0.0;0;FALSE;FALSE;24;
227;g227;0.0;1;FALSE;FALSE;24;
228;g228;0.0;1;FALSE;FALSE;24;
229;g229;0.0;0;FALSE;FALSE;24;
230;g230;0.0;0;FALSE;FALSE;24;
231;g231;0.0;1;FALSE;FALSE;24;
232;g232;0.0;1;FALSE;FALSE;24;
233;g233;1968.7170978955542;1;FALSE;FALSE;24;
234;g234;0.0;1;FALSE;FALSE;24;
235;g235;0.0;0;FALSE;FALSE;24;
236;g236;0.0;0;FALSE;FALSE;24;
237;g237;0.0;0;FALSE;FALSE;24;
238;g238;0.0;0;FALSE;FALSE;24;
239;g239;0.0;0;FALSE;FALSE;24;
240;g240;0.0;0;FALSE;FALSE;24;
241;g241;0.0;0;FALSE;FALSE;24;
242;g242;0.0;1;FALSE;FALSE;24;
243;g243;0.0;0;FALSE;FALSE;24;
244;g244;0.0;1;FALSE;FALSE;24;
245;g245;0.0;0;FALSE;FALSE;24;
246;g246;0.0;0;FALSE;FALSE;24;
247;g247;0.0;0;FALSE;FALSE;24;
248;g248;1093.0281163846382;1;FALSE;FALSE;24;
249;g249;0.0;1;FALSE;FALSE;24;
250;g250;0.0;0;FALSE;FALSE;24;
251;g251;0.0;0;FALSE;FALSE;24;
252;g252;0.0;1;FALSE;FALSE;24;
253;g253;0.0;0;FALSE;FALSE;24;
254;g254;0.0;0;FALSE;FALSE;24;
255;g255;0.0;1;FALSE;FALSE;24;
256;g256;0.0;0;FALSE;FALSE;24;
257;g257;0.0;0;FALSE;FALSE;24;
258;g258;1979.0190436091093;1;FALSE;FALSE;24;
259;g259;1197.3620236994168;1;FALSE;FALSE;24;
260;g260;0.0;1;FALSE;FALSE;24;
261;g261;0.0;1;FALSE;FALSE;24;
262;g262;0.0;0;FALSE;FALSE;24;
263;g263;0.0;0;FALSE;FALSE;24;
264;g264;0.0;1;FALSE;FALSE;24;
265;g265;0.0;0;FALSE;FALSE;24;
266;g266;1183.156418838648;1;FALSE;FALSE;24;
267;g267;0.0;1;FALSE;FALSE;24;
268;g268;0.0;1;FALSE;FALSE;24;
269;g269;0.0;0;FALSE;FALSE;24;
270;g270;0.0;0;FALSE;FALSE;24;
271;g271;0.0;1;FALSE;FALSE;24;
272;g272;0.0;0;FALSE;FALSE;24;
273;g273;0.0;0;FALSE;FALSE;24;
274;g274;0.0;1;FALSE;FALSE;24;
275;g275;0.0;0;FALSE;FALSE;24;
276;g276;0.0;1;FALSE;FALSE;24;
277;g277;0.0;1;FALSE;FALSE;24;
278;g278;1190.4447648523471;1;FALSE;FALSE;24;
279;g279;0.0;0;FALSE;FALSE;24;
280;g280;0.0;1;FALSE;FALSE;24;
281;g281;1980.7632282988134;1;FALSE;FALSE;24;
282;g282;0.0;0;FALSE;FALSE;24;
283;g283;0.0;0;FALSE;FALSE;24;
284;g284;0.0;0;FALSE;FALSE;24;
285;g285;0.0;0;FALSE;FALSE;24;
286;g286;0.0;0;FALSE;FALSE;24;
287;g287;0.0;0;FALSE;FALSE;24;
288;g288;0.0;0;FALSE;FALSE;24;
289;g289;0.0;1;FALSE;FALSE;24;
290;g290;0.0;1;FALSE;FALSE;24;
291;g291;0.0;0;FALSE;FALSE;24;
292;g292;0.0;0;FALSE;FALSE;24;
293;g293;0.0;0;FALSE;FALSE;24;
294;g294;0.0;1;FALSE;FALSE;24;
295;g295;0.0;1;FALSE;FALSE;24;
296;g296;0.0;0;FALSE;FALSE;24;
297;g297;0.0;0;FALSE;FALSE;24;
298;g298;1600.0;1;FALSE;FALSE;24;
299;g299;0.0;1;FALSE;FALSE;24;
300;g300;0.0;0;FALSE;FALSE;24;
301;g301;0.0;1;FALSE;FALSE;24;
302;g302;0.0;0;FALSE;FALSE;24;
303;g303;0.0;0;FALSE;FALSE;24;
304;g304;0.0;1;FALSE;FALSE;24;
305;g305;0.0;0;FALSE;FALSE;24;
306;g306;0.0;0;FALSE;FALSE;24;
307;g307;0.0;1;FALSE;FALSE;24;
308;g308;0.0;1;FALSE;FALSE;24;
309;g309;0.0;1;FALSE;FALSE;24;
310;g310;0.0;1;FALSE;FALSE;24;
311;g311;0.0;1;FALSE;FALSE;24;
312;g312;0.0;1;FALSE;FALSE;24;
313;g313;0.0;1;FALSE;FALSE;24;
314;g314;0.0;0;FALSE;FALSE;24;
315;g315;0.0;0;FALSE;FALSE;24;
316;g316;0.0;0;FALSE;FALSE;24;
317;g317;0.0;0;FALSE;FALSE;24;
318;g318;0.0;0;FALSE;FALSE;24;
319;g319;0.0;0;FALSE;FALSE;24;
320;g320;0.0;0;FALSE;FALSE;24;
321;g321;0.0;0;FALSE;FALSE;24;
322;g322;1951.0709606762161;1;FALSE;FALSE;24;
323;g323;0.0;0;FALSE;FALSE;24;
324;g324;0.0;1;FALSE;FALSE;24;
325;g325;0.0;0;FALSE;FALSE;24;
326;g326;0.0;1;FALSE;FALSE;24;
327;g327;0.0;0;FALSE;FALSE;24;
328;g328;0.0;0;FALSE;FALSE;24;
329;g329;0.0;1;FALSE;FALSE;24;
330;g330;1189.3170009358964;1;FALSE;FALSE;24;
331;g331;0.0;0;FALSE;FALSE;24;
332;g332;0.0;0;FALSE;FALSE;24;
333;g333;0.0;1;FALSE;FALSE;24;
334;g334;1500.0;1;FALSE;FALSE;24;
335;g335;0.0;0;FALSE;FALSE;24;
336;g336;0.0;0;FALSE;FALSE;24;
337;g337;0.0;1;FALSE;FALSE;24;
338;g338;0.0;1;FALSE;FALSE;24;
339;g339;0.0;0;FALSE;FALSE;24;
340;g340;2082.150891495133;1;FALSE;FALSE;24;
341;g341;0.0;1;FALSE;FALSE;24;
342;g342;0.0;0;FALSE;FALSE;24;
343;g343;0.0;1;FALSE;FALSE;24;
344;g344;0.0;0;FALSE;FALSE;24;
345;g345;0.0;0;FALSE;FALSE;24;
346;g346;0.0;1;FALSE;FALSE;24;
347;g347;0.0;0;FALSE;FALSE;24;
348;g348;0.0;0;FALSE;FALSE;24;
349;g349;0.0;1;FALSE;FALSE;24;
350;g350;0.0;1;FALSE;FALSE;24;
351;g351;0.0;0;FALSE;FALSE;24;
352;g352;1194.8044449434406;1;FALSE;FALSE;24;
353;g353;0.0;1;FALSE;FALSE;24;
354;g354;0.0;0;FALSE;FALSE;24;
355;g355;0.0;1;FALSE;FALSE;24;
356;g356;0.0;0;FALSE;FALSE;24;
357;g357;0.0;0;FALSE;FALSE;24;
358;g358;0.0;0;FALSE;FALSE;24;
359;g359;0.0;1;FALSE;FALSE;24;
360;g360;0.0;0;FALSE;FALSE;24;
361;g361;0.0;1;FALSE;FALSE;24;
362;g362;0.0;0;FALSE;FALSE;24;
363;g363;0.0;0;FALSE;FALSE;24;
364;g364;0.0;0;FALSE;FALSE;24;
365;g365;0.0;0;FALSE;FALSE;24;
366;g366;0.0;1;FALSE;FALSE;24;
367;g367;0.0;0;FALSE;FALSE;24;
368;g368;0.0;1;FALSE;FALSE;24;
369;g369;0.0;1;FALSE;FALSE;24;
370;g370;0.0;1;FALSE;FALSE;24;
371;g371;0.0;0;FALSE;FALSE;24;
372;g372;0.0;0;FALSE;FALSE;24;
373;g373;199.96671320980164;1;FALSE;FALSE;24;
374;g374;0.0;0;FALSE;FALSE;24;
375;g375;0.0;0;FALSE;FALSE;24;
376;g376;0.0;0;FALSE;FALSE;24;
377;g377;0.0;0;FALSE;FALSE;24;
378;g378;0.0;0;FALSE;FALSE;24;
379;g379;0.0;1;FALSE;FALSE;24;
380;g380;0.0;1;FALSE;FALSE;24;
381;g381;0.0;1;FALSE;FALSE;24;
382;g382;0.0;0;FALSE;FALSE;24;
383;g383;1969.3984098862143;1;FALSE;FALSE;24;
384;g384;0.0;1;FALSE;FALSE;24;
385;g385;0.0;0;FALSE;FALSE;24;
386;g386;0.0;0;FALSE;FALSE;24;
387;g387;0.0;0;FALSE;FALSE;24;
388;g388;0.0;0;FALSE;FALSE;24;
389;g389;0.0;0;FALSE;FALSE;24;
390;g390;0.0;0;FALSE;FALSE;24;
391;g391;0.0;1;FALSE;FALSE;24;
392;g392;0.0;1;FALSE;FALSE;24;
393;g393;0.0;0;FALSE;FALSE;24;
394;g394;0.0;1;FALSE;FALSE;24;
395;g395;199.99259850640658;1;FALSE;FALSE;24;
396;g396;0.0;1;FALSE;FALSE;24;
397;g397;0.0;0;FALSE;FALSE;24;
398;g398;0.0;1;FALSE;FALSE;24;
399;g399;0.0;1;FALSE;FALSE;24;
400;g400;0.0;0;FALSE;FALSE;24;
401;g401;0.0;1;FALSE;FALSE;24;
402;g402;0.0;0;FALSE;FALSE;24;
403;g403;0.0;1;FALSE;FALSE;24;
404;g404;0.0;0;FALSE;FALSE;24;
405;g405;0.0;0;FALSE;FALSE;24;
406;g406;1188.8848565950489;1;FALSE;FALSE;24;
407;g407;0.0;0;FALSE;FALSE;24;
408;g408;0.0;1;FALSE;FALSE;24;
409;g409;0.0;0;FALSE;FALSE;24;
410;g410;0.0;0;FALSE;FALSE;24;
411;g411;0.0;1;FALSE;FALSE;24;
412;g412;1960.0739053225966;1;FALSE;FALSE;24;
413;g413;1978.160237275833;1;FALSE;FALSE;24;
414;g414;0.0;0;FALSE;FALSE;24;
415;g415;0.0;1;FALSE;FALSE;24;
416;g416;0.0;1;FALSE;FALSE;24;
417;g417;0.0;0;FALSE;FALSE;24;
418;g418;0.0;0;FALSE;FALSE;24;
419;g419;0.0;1;FALSE;FALSE;24;
420;g420;0.0;0;FALSE;FALSE;24;
421;g421;0.0;0;FALSE;FALSE;24;
422;g422;0.0;1;FALSE;FALSE;24;
423;g423;1473.3253604568247;1;FALSE;FALSE;24;
424;g424;0.0;0;FALSE;FALSE;24;
425;g425;0.0;0;FALSE;FALSE;24;
426;g426;0.0;1;FALSE;FALSE;24;
427;g427;0.0;0;FALSE;FALSE;24;
428;g428;0.0;0;FALSE;FALSE;24;
429;g429;1600.0;1;FALSE;FALSE;24;
430;g430;0.0;0;FALSE;FALSE;24;
431;g431;0.0;0;FALSE;FALSE;24;
432;g432;1986.9477278460704;1;FALSE;FALSE;24;
433;g433;0.0;0;FALSE;FALSE;24;
434;g434;0.0;1;FALSE;FALSE;24;
435;g435;0.0;0;FALSE;FALSE;24;
436;g436;1182.056356576467;1;FALSE;FALSE;24;
437;g437;0.0;0;FALSE;FALSE;24;
438;g438;1979.1613940075617;1;FALSE;FALSE;24;
439;g439;0.0;0;FALSE;FALSE;24;
440;g440;0.0;1;FALSE;FALSE;24;
441;g441;0.0;0;FALSE;FALSE;24;
442;g442;1198.1520665877606;1;FALSE;FALSE;24;
443;g443;0.0;0;FALSE;FALSE;24;
444;g444;0.0;1;FALSE;FALSE;24;
445;g445;0.0;1;FALSE;FALSE;24;
446;g446;0.0;0;FALSE;FALSE;24;
447;g447;0.0;0;FALSE;FALSE;24;
448;g448;0.0;1;FALSE;FALSE;24;
449;g449;0.0;1;FALSE;FALSE;24;
450;g450;0.0;0;FALSE;FALSE;24;
451;g451;0.0;1;FALSE;FALSE;24;
452;g452;0.0;0;FALSE;FALSE;24;
453;g453;0.0;0;FALSE;FALSE;24;
454;g454;0.0;1;FALSE;FALSE;24;
455;g455;0.0;1;FALSE;FALSE;24;
456;g456;0.0;0;FALSE;FALSE;24;
457;g457;0.0;1;FALSE;FALSE;24;
458;g458;1199.133493694324;1;FALSE;FALSE;24;
459;g459;1188.5627737541565;1;FALSE;FALSE;24;
460;g460;0.0;0;FALSE;FALSE;24;
461;g461;0.0;0;FALSE;FALSE;24;
462;g462;0.0;0;FALSE;FALSE;24;
463;g463;0.0;1;FALSE;FALSE;24;
464;g464;0.0;0;FALSE;FALSE;24;
465;g465;0.0;0;FALSE;FALSE;24;
466;g466;0.0;1;FALSE;FALSE;24;
467;g467;0.0;0;FALSE;FALSE;24;
468;g468;0.0;1;FALSE;FALSE;24;
469;g469;0.0;0;FALSE;FALSE;24;
470;g470;0.0;1;FALSE;FALSE;24;
471;g471;0.0;0;FALSE;FALSE;24;
472;g472;2761.1980727105274;1;FALSE;FALSE;24;
473;g473;0.0;1;FALSE;FALSE;24;
474;g474;0.0;0;FALSE;FALSE;24;
475;g475;0.0;1;FALSE;FALSE;24;
476;g476;0.0;0;FALSE;FALSE;24;
477;g477;0.0;0;FALSE;FALSE;24;
478;g478;0.0;0;FALSE;FALSE;24;
479;g479;1197.823467801963;1;FALSE;FALSE;24;
480;g480;0.0;0;FALSE;FALSE;24;
481;g481;0.0;1;FALSE;FALSE;24;
482;g482;0.0;1;FALSE;FALSE;24;
483;g483;0.0;0;FALSE;FALSE;24;
484;g484;0.0;0;FALSE;FALSE;24;
485;g485;0.0;0;FALSE;FALSE;24;
486;g486;0.0;1;FALSE;FALSE;24;
487;g487;0.0;0;FALSE;FALSE;24;
488;g488;0.0;0;FALSE;FALSE;24;
489;g489;0.0;0;FALSE;FALSE;24;
490;g490;0.0;1;FALSE;FALSE;24;
491;g491;0.0;1;FALSE;FALSE;24;
492;g492;0.0;1;FALSE;FALSE;24;
493;g493;0.0;0;FALSE;FALSE;24;
494;g494;0.0;0;FALSE;FALSE;24;
495;g495;0.0;0;FALSE;FALSE;24;
496;g496;0.0;1;FALSE;FALSE;24;
497;g497;0.0;0;FALSE;FALSE;24;
498;g498;0.0;0;FALSE;FALSE;24;
499;g499;0.0;1;FALSE;FALSE;24;
500;g500;0.0;1;FALSE;FALSE;24;
501;g501;0.0;1;FALSE;FALSE;24;
502;g502;0.0;0;FALSE;FALSE;24;
503;g503;0.0;1;FALSE;FALSE;24;
504;g504;0.0;0;FALSE;FALSE;24;
505;g505;0.0;1;FALSE;FALSE;24;
506;g506;0.0;0;FALSE;FALSE;24;
507;g507;0.0;0;FALSE;FALSE;24;
508;g508;0.0;1;FALSE;FALSE;24;
509;g509;0.0;1;FALSE;FALSE;24;
510;g510;0.0;1;FALSE;FALSE;24;
511;g511;0.0;0;FALSE;FALSE;24;
512;g512;0.0;0;FALSE;FALSE;24;
513;g513;0.0;0;FALSE;FALSE;24;
514;g514;0.0;1;FALSE;FALSE;24;
515;g515;0.0;0;FALSE;FALSE;24;
516;g516;0.0;1;FALSE;FALSE;24;
517;g517;0.0;0;FALSE;FALSE;24;
518;g518;0.0;1;FALSE;FALSE;24;
519;g519;0.0;0;FALSE;FALSE;24;
520;g520;0.0;1;FALSE;FALSE;24;
521;g521;0.0;1;FALSE;FALSE;24;
522;g522;0.0;0;FALSE;FALSE;24;
523;g523;0.0;0;FALSE;FALSE;24;
524;g524;0.0;0;FALSE;FALSE;24;
525;g525;0.0;0;FALSE;FALSE;24;
526;g526;0.0;0;FALSE;FALSE;24;
527;g527;0.0;0;FALSE;FALSE;24;
528;g528;0.0;0;FALSE;FALSE;24;
529;g529;0.0;0;FALSE;FALSE;24;
530;g530;0.0;0;FALSE;FALSE;24;
531;g531;0.0;1;FALSE;FALSE;24;
532;g532;0.0;1;FALSE;FALSE;24;
533;g533;0.0;1;FALSE;FALSE;24;
534;g534;1185.3761383260633;1;FALSE;FALSE;24;
535;g535;0.0;0;FALSE;FALSE;24;
536;g536;0.0;1;FALSE;FALSE;24;
537;g537;0.0;1;FALSE;FALSE;24;
538;g538;0.0;1;FALSE;FALSE;24;
539;g539;0.0;1;FALSE;FALSE;24;
540;g540;0.0;1;FALSE;FALSE;24;
541;g541;0.0;0;FALSE;FALSE;24;
542;g542;0.0;0;FALSE;FALSE;24;
543;g543;0.0;0;FALSE;FALSE;24;
544;g544;0.0;0;FALSE;FALSE;24;
545;g545;0.0;0;FALSE;FALSE;24;
546;g546;0.0;0;FALSE;FALSE;24;
547;g547;0.0;0;FALSE;FALSE;24;
548;g548;0.0;1;FALSE;FALSE;24;
549;g549;0.0;1;FALSE;FALSE;24;
550;g550;0.0;0;FALSE;FALSE;24;
551;g551;0.0;1;FALSE;FALSE;24;
552;g552;0.0;0;FALSE;FALSE;24;
553;g553;0.0;1;FALSE;FALSE;24;
554;g554;0.0;0;FALSE;FALSE;24;
555;g555;0.0;0;FALSE;FALSE;24;
556;g556;1194.6382783022602;1;FALSE;FALSE;24;
557;g557;0.0;1;FALSE;FALSE;24;
558;g558;199.8607157969942;1;FALSE;FALSE;24;
559;g559;0.0;0;FALSE;FALSE;24;
560;g560;0.0;1;FALSE;FALSE;24;
561;g561;0.0;1;FALSE;FALSE;24;
562;g562;0.0;1;FALSE;FALSE;24;
563;g563;0.0;0;FALSE;FALSE;24;
564;g564;0.0;0;FALSE;FALSE;24;
